,Id,OrderId,ProductId,UnitPrice,Quantity,Discount,CustomerId,EmployeeId,OrderDate,ShipVia,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,price,OnSale,discounted_order,order_total,week_day,month,month_name
1079,10658/21,10658,21,10.0,60,0.0,QUICK,4,2013-09-05,1,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,600.0,0,1,4464.599999999999,3,9,sep
1083,10659/31,10659,31,12.5,20,0.05,QUEE,7,2013-09-05,2,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,237.5,1,1,1227.02,3,9,sep
1086,10660/20,10660,20,81.0,21,0.0,HUNGC,8,2013-09-08,1,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA,1701.0,0,0,1701.0,6,9,sep
1087,10661/39,10661,39,18.0,3,0.2,HUNGO,7,2013-09-09,3,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,43.2,1,1,562.6000000000001,0,9,sep
1089,10662/68,10662,68,12.5,10,0.0,LONEP,3,2013-09-09,2,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA,125.0,0,0,125.0,0,9,sep
1090,10663/40,10663,40,18.4,30,0.05,BONAP,2,2013-09-10,2,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,524.3999999999999,1,1,1930.3999999999996,1,9,sep
1093,10664/10,10664,10,31.0,24,0.15,FURIB,1,2013-09-10,3,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal,632.4,1,1,1288.3875,1,9,sep
1096,10665/51,10665,51,53.0,20,0.0,LONEP,1,2013-09-11,2,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA,1060.0,0,0,1295.0,2,9,sep
1099,10666/29,10666,29,123.79,36,0.0,RICSU,7,2013-09-12,2,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,4456.4400000000005,0,0,4666.9400000000005,3,9,sep
1101,10667/69,10667,69,36.0,45,0.2,ERNSH,7,2013-09-12,1,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,1296.0,1,1,1536.8,3,9,sep
1103,10668/31,10668,31,12.5,8,0.1,WANDK,1,2013-09-15,2,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany,90.0,1,1,625.275,6,9,sep
1106,10669/36,10669,36,19.0,30,0.0,SIMOB,2,2013-09-15,1,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark,570.0,0,0,570.0,6,9,sep
1107,10670/23,10670,23,9.0,32,0.0,FRANK,4,2013-09-16,1,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,288.0,0,0,2301.75,0,9,sep
1112,10671/16,10671,16,17.45,10,0.0,FRANR,1,2013-09-17,1,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France,174.5,0,0,920.1,1,9,sep
1115,10672/38,10672,38,263.5,15,0.1,BERGS,9,2013-09-17,2,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,3557.25,1,1,3815.25,1,9,sep
1117,10673/16,10673,16,17.45,3,0.0,WILMK,2,2013-09-18,1,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland,52.349999999999994,0,0,412.35,2,9,sep
1120,10674/23,10674,23,9.0,5,0.0,ISLAT,4,2013-09-18,2,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK,45.0,0,0,45.0,2,9,sep
1121,10675/14,10675,14,23.25,30,0.0,FRANK,5,2013-09-19,2,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,697.5,0,0,1423.0,3,9,sep
1124,10676/10,10676,10,31.0,2,0.0,TORTU,2,2013-09-22,2,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico,62.0,0,0,534.85,6,9,sep
1127,10677/26,10677,26,31.23,30,0.15,ANTO,1,2013-09-22,3,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico,796.365,1,1,813.365,6,9,sep
1129,10678/12,10678,12,38.0,100,0.0,SAVEA,7,2013-09-23,3,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,3800.0,0,0,5256.5,0,9,sep
1133,10679/59,10679,59,55.0,12,0.0,BLONP,8,2013-09-23,3,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,660.0,0,0,660.0,0,9,sep
1134,10680/16,10680,16,17.45,50,0.25,OLDWO,1,2013-09-24,1,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA,654.3749999999999,1,1,1261.875,1,9,sep
1137,10681/19,10681,19,9.2,30,0.1,GREAL,3,2013-09-25,3,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA,248.39999999999998,1,1,1287.4,2,9,sep
1140,10682/33,10682,33,2.5,30,0.0,ANTO,3,2013-09-25,2,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico,75.0,0,0,375.5,2,9,sep
1143,10683/52,10683,52,7.0,9,0.0,DUMO,2,2013-09-26,1,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France,63.0,0,0,63.0,3,9,sep
1144,10684/40,10684,40,18.4,20,0.0,OTTIK,3,2013-09-26,1,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,368.0,0,0,1768.0,3,9,sep
1147,10685/10,10685,10,31.0,20,0.0,GOURL,4,2013-09-29,2,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil,620.0,0,0,801.1,6,9,sep
1150,10686/17,10686,17,39.0,30,0.2,PICCO,2,2013-09-30,1,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,936.0000000000001,1,1,1404.45,0,9,sep
1152,10687/9,10687,9,97.0,50,0.25,HUNGO,9,2013-09-30,2,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,3637.5,1,1,4960.9,0,9,sep
1155,10688/10,10688,10,31.0,18,0.1,VAFFE,4,2013-10-01,2,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,502.20000000000005,1,1,3160.6000000000004,1,10,oct
1158,10689/1,10689,1,18.0,35,0.25,BERGS,1,2013-10-01,2,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,472.5,1,1,472.5,1,10,oct
1159,10690/56,10690,56,38.0,20,0.25,HANAR,1,2013-10-02,1,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,570.0,1,1,862.5,2,10,oct
1161,10691/1,10691,1,18.0,30,0.0,QUICK,2,2013-10-03,2,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,540.0,0,0,10164.8,3,10,oct
1166,10692/63,10692,63,43.9,20,0.0,ALFKI,4,2013-10-03,2,Alfred's Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany,878.0,0,0,878.0,3,10,oct
1167,10693/9,10693,9,97.0,6,0.0,WHITC,3,2013-10-06,3,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,582.0,0,1,2071.2,6,10,oct
1171,10694/7,10694,7,30.0,90,0.0,QUICK,8,2013-10-06,3,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,2700.0,0,0,4825.0,6,10,oct
1174,10695/8,10695,8,40.0,10,0.0,WILMK,7,2013-10-07,1,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland,400.0,0,0,642.0,0,10,oct
1177,10696/17,10696,17,39.0,20,0.0,WHITC,8,2013-10-08,3,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,780.0,0,0,996.0,1,10,oct
1179,10697/19,10697,19,9.2,7,0.25,LINOD,3,2013-10-08,1,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,48.3,1,1,805.425,1,10,oct
1183,10698/11,10698,11,21.0,15,0.0,ERNSH,4,2013-10-09,1,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,315.0,0,1,3436.4434999999994,2,10,oct
1188,10699/47,10699,47,9.5,12,0.0,MORGK,3,2013-10-09,3,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany,114.0,0,0,114.0,2,10,oct
1189,10700/1,10700,1,18.0,5,0.2,SAVEA,3,2013-10-10,1,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,72.0,1,1,1638.4,3,10,oct
1193,10701/59,10701,59,55.0,42,0.15,HUNGO,6,2013-10-13,3,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,1963.5,1,1,2864.5,6,10,oct
1196,10702/3,10702,3,10.0,6,0.0,ALFKI,4,2013-10-13,1,Alfred's Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany,60.0,0,0,330.0,6,10,oct
1198,10703/2,10703,2,19.0,5,0.0,FOLKO,6,2013-10-14,2,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,95.0,0,0,2545.0,0,10,oct
1201,10704/4,10704,4,22.0,6,0.0,QUEE,6,2013-10-14,1,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,132.0,0,0,595.5,0,10,oct
1204,10705/31,10705,31,12.5,20,0.0,HILAA,9,2013-10-15,2,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,250.0,0,0,378.0,1,10,oct
1206,10706/16,10706,16,17.45,20,0.0,OLDWO,8,2013-10-16,3,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA,349.0,0,0,1893.0,2,10,oct
1209,10707/55,10707,55,24.0,21,0.0,AROUT,4,2013-10-16,3,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,504.0,0,1,1641.0,2,10,oct
1212,10708/5,10708,5,21.35,4,0.0,THEBI,6,2013-10-17,2,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA,85.4,0,0,180.4,3,10,oct
1214,10709/8,10709,8,40.0,40,0.0,GOURL,1,2013-10-17,3,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil,1600.0,0,0,3424.0,3,10,oct
1217,10710/19,10710,19,9.2,5,0.0,FRANS,1,2013-10-20,1,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy,46.0,0,0,93.5,6,10,oct
1219,10711/19,10711,19,9.2,12,0.0,SAVEA,5,2013-10-21,2,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,110.39999999999999,0,0,4451.7,0,10,oct
1222,10712/53,10712,53,32.8,3,0.05,HUNGO,3,2013-10-21,1,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,93.47999999999999,1,1,1233.48,0,10,oct
1224,10713/10,10713,10,31.0,18,0.0,SAVEA,1,2013-10-22,1,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,558.0,0,0,2827.9,1,10,oct
1228,10714/2,10714,2,19.0,30,0.25,SAVEA,5,2013-10-22,3,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,427.5,1,1,2205.75,1,10,oct
1233,10715/10,10715,10,31.0,21,0.0,BONAP,3,2013-10-23,1,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,651.0,0,0,1296.0,2,10,oct
1235,10716/21,10716,21,10.0,5,0.0,RANCH,4,2013-10-24,2,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina,50.0,0,0,706.0,3,10,oct
1238,10717/21,10717,21,10.0,32,0.05,FRANK,1,2013-10-24,2,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,304.0,1,1,1270.75,3,10,oct
1241,10718/12,10718,12,38.0,36,0.0,KOENE,1,2013-10-27,3,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,1368.0,0,0,3463.0,6,10,oct
1245,10719/18,10719,18,62.5,12,0.25,LETSS,8,2013-10-27,2,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA,562.5,1,1,844.2525,6,10,oct
1248,10720/35,10720,35,18.0,21,0.0,QUEDE,8,2013-10-28,2,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,378.0,0,0,550.0,0,10,oct
1250,10721/44,10721,44,19.45,50,0.05,QUICK,5,2013-10-29,3,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,923.875,1,1,923.875,1,10,oct
1251,10722/2,10722,2,19.0,3,0.0,SAVEA,8,2013-10-29,1,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,57.0,0,0,1570.0,1,10,oct
1255,10723/26,10723,26,31.23,15,0.0,WHITC,3,2013-10-30,1,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,468.45,0,0,468.45,2,10,oct
1256,10724/10,10724,10,31.0,16,0.0,MEREP,8,2013-10-30,2,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,496.0,0,0,638.5,2,10,oct
1258,10725/41,10725,41,9.65,12,0.0,FAMIA,4,2013-10-31,3,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil,115.80000000000001,0,0,287.8,3,10,oct
1261,10726/4,10726,4,22.0,25,0.0,EASTC,4,2013-11-03,1,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK,550.0,0,0,655.0,6,11,nov
1263,10727/17,10727,17,39.0,20,0.05,REGGC,2,2013-11-03,1,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,741.0,1,1,1624.5,6,11,nov
1266,10728/30,10728,30,25.89,15,0.0,QUEE,4,2013-11-04,2,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,388.35,0,0,1296.75,0,11,nov
1270,10729/1,10729,1,18.0,50,0.0,LINOD,8,2013-11-04,3,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,900.0,0,0,1850.0,0,11,nov
1273,10730/16,10730,16,17.45,15,0.05,BONAP,5,2013-11-05,1,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,248.66249999999997,1,1,484.26249999999993,1,11,nov
1276,10731/21,10731,21,10.0,40,0.05,CHOPS,7,2013-11-06,1,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland,380.0,1,1,1890.4999999999998,2,11,nov
1278,10732/76,10732,76,18.0,20,0.0,BONAP,3,2013-11-06,1,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,360.0,0,0,360.0,2,11,nov
1279,10733/14,10733,14,23.25,16,0.0,BERGS,1,2013-11-07,3,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,372.0,0,0,1459.0,3,11,nov
1282,10734/6,10734,6,25.0,30,0.0,GOURL,2,2013-11-07,3,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil,750.0,0,0,1498.35,3,11,nov
1285,10735/61,10735,61,28.5,20,0.1,LETSS,6,2013-11-10,2,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA,513.0,1,1,536.4,6,11,nov
1287,10736/65,10736,65,21.05,40,0.0,HUNGO,9,2013-11-11,2,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,842.0,0,0,997.0,0,11,nov
1289,10737/13,10737,13,6.0,4,0.0,VINET,2,2013-11-11,2,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,Western Europe,51100,France,24.0,0,0,139.8,0,11,nov
1291,10738/16,10738,16,17.45,3,0.0,SPECD,2,2013-11-12,1,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France,52.349999999999994,0,0,52.349999999999994,1,11,nov
1292,10739/36,10739,36,19.0,6,0.0,VINET,3,2013-11-12,3,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,Western Europe,51100,France,114.0,0,0,240.0,1,11,nov
1294,10740/28,10740,28,45.6,5,0.2,WHITC,4,2013-11-13,2,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,182.40000000000003,1,1,1416.0,2,11,nov
1298,10741/2,10741,2,19.0,15,0.2,AROUT,4,2013-11-14,3,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,228.00000000000003,1,1,228.00000000000003,3,11,nov
1299,10742/3,10742,3,10.0,20,0.0,BOTTM,3,2013-11-14,3,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,200.0,0,0,3118.0,3,11,nov
1302,10743/46,10743,46,12.0,28,0.05,AROUT,1,2013-11-17,2,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,319.19999999999993,1,1,319.19999999999993,6,11,nov
1303,10744/40,10744,40,18.4,50,0.2,VAFFE,6,2013-11-17,1,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,736.0,1,1,736.0,6,11,nov
1304,10745/18,10745,18,62.5,24,0.0,QUICK,9,2013-11-18,1,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,1500.0,0,0,4529.8,0,11,nov
1308,10746/13,10746,13,6.0,6,0.0,CHOPS,1,2013-11-19,3,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland,36.0,0,0,2311.7,1,11,nov
1312,10747/31,10747,31,12.5,8,0.0,PICCO,6,2013-11-19,1,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,100.0,0,0,1912.85,1,11,nov
1316,10748/23,10748,23,9.0,44,0.0,SAVEA,3,2013-11-20,1,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,396.0,0,0,2196.0,2,11,nov
1319,10749/56,10749,56,38.0,15,0.0,ISLAT,4,2013-11-20,2,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK,570.0,0,0,1080.0,2,11,nov
1322,10750/14,10750,14,23.25,5,0.15,WARTH,9,2013-11-21,1,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,98.8125,1,1,1590.5625,3,11,nov
1325,10751/26,10751,26,31.23,12,0.1,RICSU,3,2013-11-24,3,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,337.284,1,1,1631.484,6,11,nov
1329,10752/1,10752,1,18.0,8,0.0,NORTS,2,2013-11-24,3,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK,144.0,0,0,252.0,6,11,nov
1331,10753/45,10753,45,9.5,4,0.0,FRANS,3,2013-11-25,1,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy,38.0,0,0,88.0,0,11,nov
1333,10754/40,10754,40,18.4,3,0.0,MAGAA,6,2013-11-25,3,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy,55.199999999999996,0,0,55.199999999999996,0,11,nov
1334,10755/47,10755,47,9.5,30,0.25,BONAP,4,2013-11-26,2,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,213.75,1,1,1948.5,1,11,nov
1338,10756/18,10756,18,62.5,21,0.2,SPLIR,8,2013-11-27,2,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA,1050.0,1,1,1990.0,2,11,nov
1342,10757/34,10757,34,14.0,30,0.0,SAVEA,6,2013-11-27,1,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,420.0,0,0,3082.0,2,11,nov
1346,10758/26,10758,26,31.23,20,0.0,RICSU,3,2013-11-28,3,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,624.6,0,0,1644.6,3,11,nov
1349,10759/32,10759,32,32.0,10,0.0,ANATR,3,2013-11-28,3,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico,320.0,0,0,320.0,3,11,nov
1350,10760/25,10760,25,14.0,12,0.25,MAISD,4,2013-12-01,1,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium,126.0,1,1,2917.0,6,12,dec
1353,10761/25,10761,25,14.0,35,0.25,RATTC,5,2013-12-02,2,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,367.5,1,1,507.0,0,12,dec
1355,10762/39,10762,39,18.0,16,0.0,FOLKO,3,2013-12-02,1,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,288.0,0,0,4337.0,0,12,dec
1359,10763/21,10763,21,10.0,40,0.0,FOLIG,3,2013-12-03,3,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France,400.0,0,0,616.0,1,12,dec
1362,10764/3,10764,3,10.0,20,0.1,ERNSH,6,2013-12-03,3,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,180.0,1,1,2286.0,1,12,dec
1364,10765/65,10765,65,21.05,80,0.1,QUICK,3,2013-12-04,3,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,1515.6,1,1,1515.6,2,12,dec
1365,10766/2,10766,2,19.0,40,0.0,OTTIK,4,2013-12-05,1,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,760.0,0,0,2310.0,3,12,dec
1368,10767/42,10767,42,14.0,2,0.0,SUPRD,4,2013-12-05,3,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium,28.0,0,0,28.0,3,12,dec
1369,10768/22,10768,22,21.0,4,0.0,AROUT,3,2013-12-08,2,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,84.0,0,0,1477.0,6,12,dec
1373,10769/41,10769,41,9.65,30,0.05,VAFFE,3,2013-12-08,1,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,275.02500000000003,1,1,1684.275,6,12,dec
1377,10770/11,10770,11,21.0,15,0.25,HANAR,8,2013-12-09,3,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,236.25,1,1,236.25,0,12,dec
1378,10771/71,10771,71,21.5,16,0.0,ERNSH,9,2013-12-10,2,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,344.0,0,0,344.0,1,12,dec
1379,10772/29,10772,29,123.79,18,0.0,LEHMS,3,2013-12-10,2,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,2228.2200000000003,0,0,3603.2200000000003,1,12,dec
1381,10773/17,10773,17,39.0,33,0.0,ERNSH,1,2013-12-11,3,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,1287.0,0,1,2030.4,2,12,dec
1384,10774/31,10774,31,12.5,2,0.25,FOLKO,4,2013-12-11,1,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,18.75,1,1,868.75,2,12,dec
1386,10775/10,10775,10,31.0,6,0.0,THECR,7,2013-12-12,1,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA,186.0,0,0,228.0,3,12,dec
1388,10776/31,10776,31,12.5,16,0.05,ERNSH,1,2013-12-15,3,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,190.0,1,1,6635.275,6,12,dec
1392,10777/42,10777,42,14.0,20,0.2,GOURL,7,2013-12-15,2,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil,224.00000000000003,1,1,224.00000000000003,6,12,dec
1393,10778/41,10778,41,9.65,10,0.0,BERGS,3,2013-12-16,1,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,96.5,0,0,96.5,0,12,dec
1394,10779/16,10779,16,17.45,20,0.0,MORGK,3,2013-12-16,2,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany,349.0,0,0,1335.0,0,12,dec
1396,10780/70,10780,70,15.0,35,0.0,LILAS,2,2013-12-16,1,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,525.0,0,0,720.0,0,12,dec
1398,10781/54,10781,54,7.45,3,0.2,WARTH,2,2013-12-17,3,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,17.880000000000003,1,1,975.88,1,12,dec
1401,10782/31,10782,31,12.5,1,0.0,CACTU,9,2013-12-17,3,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina,12.5,0,0,12.5,1,12,dec
1402,10783/31,10783,31,12.5,10,0.0,HANAR,4,2013-12-18,2,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,125.0,0,0,1442.5,2,12,dec
1404,10784/36,10784,36,19.0,30,0.0,MAGAA,4,2013-12-18,3,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy,570.0,0,1,1488.0,2,12,dec
1407,10785/10,10785,10,31.0,10,0.0,GROSR,1,2013-12-18,3,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela,310.0,0,0,387.5,2,12,dec
1409,10786/8,10786,8,40.0,30,0.2,QUEE,8,2013-12-19,1,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,960.0,1,1,1531.0800000000002,3,12,dec
1412,10787/2,10787,2,19.0,15,0.05,LAMAI,2,2013-12-19,1,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,270.75,1,1,2622.7599999999998,3,12,dec
1414,10788/19,10788,19,9.2,50,0.05,QUICK,1,2013-12-22,2,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,436.99999999999994,1,1,731.5,6,12,dec
1416,10789/18,10789,18,62.5,30,0.0,FOLIG,1,2013-12-22,2,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France,1875.0,0,0,3687.0,6,12,dec
1420,10790/7,10790,7,30.0,3,0.15,GOURL,6,2013-12-22,1,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil,76.5,1,1,722.5,6,12,dec
1422,10791/29,10791,29,123.79,14,0.05,FRANK,6,2013-12-23,2,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,1646.407,1,1,1829.757,0,12,dec
1424,10792/2,10792,2,19.0,10,0.0,WOLZA,1,2013-12-23,3,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland,190.0,0,0,399.85,0,12,dec
1427,10793/41,10793,41,9.65,14,0.0,AROUT,3,2013-12-24,3,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,135.1,0,0,191.1,1,12,dec
1429,10794/14,10794,14,23.25,15,0.2,QUEDE,6,2013-12-24,1,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,279.0,1,1,314.76,1,12,dec
1431,10795/16,10795,16,17.45,65,0.0,ERNSH,8,2013-12-24,2,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,1134.25,0,1,2158.0,1,12,dec
