Product Cost,Discount (hypothesis 1 to plot (2).csv),Discount,Id (hypothesis 1 to plot (2).csv),Id,Number of Records,On Sale,OrderDate,OrderId (hypothesis 1 to plot (2).csv),Order Id,ProductId (hypothesis 1 to plot (2).csv),Product Id,Quantity (hypothesis 1 to plot (2).csv),Quantity,ShipAddress,ShipCity,ShipCountry,ShipName,ShipPostalCode,ShipRegion,ShippedDate,UnitPrice (hypothesis 1 to plot (2).csv),Unit Price,Discounted Order,Order Total,Price
99.195,0.15,0.15,10978/44,10978/44,1,1,3/26/2014,10978,10978,44,44,6,6,Rue Joseph-Bens 532,Bruxelles,Belgium,Maison Dewey,B-1180,Western Europe,4/23/2014,19.45,19.45,1,1303.195,99.195
540,0,0,10979/7,10979/7,1,0,3/26/2014,10979,10979,7,7,18,18,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,3/31/2014,30,30,0,4813.5,540
760,0,0,10979/12,10979/12,1,0,3/26/2014,10979,10979,12,12,20,20,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,3/31/2014,38,38,0,4813.5,760
360,0,0,10979/24,10979/24,1,0,3/26/2014,10979,10979,24,24,80,80,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,3/31/2014,4.5,4.5,0,4813.5,360
1317,0,0,10979/27,10979/27,1,0,3/26/2014,10979,10979,27,27,30,30,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,3/31/2014,43.9,43.9,0,4813.5,1317
300,0,0,10979/31,10979/31,1,0,3/26/2014,10979,10979,31,31,24,24,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,3/31/2014,12.5,12.5,0,4813.5,300
1536.5,0,0,10979/63,10979/63,1,0,3/26/2014,10979,10979,63,63,35,35,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,3/31/2014,43.9,43.9,0,4813.5,1536.5
248,0.2,0.2,10980/75,10980/75,1,1,3/27/2014,10980,10980,75,75,40,40,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,4/17/2014,7.75,7.75,1,248,248
15810,0,0,10981/38,10981/38,1,0,3/27/2014,10981,10981,38,38,60,60,"Rua do Paço, 67",Rio de Janeiro,Brazil,Hanari Carnes,05454-876,South America,4/2/2014,263.5,263.5,0,15810,15810
600,0,0,10982/7,10982/7,1,0,3/27/2014,10982,10982,7,7,20,20,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,North America,4/8/2014,30,30,0,1014,600
414,0,0,10982/43,10982/43,1,0,3/27/2014,10982,10982,43,43,9,9,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,North America,4/8/2014,46,46,0,1014,414
428.4,0.15,0.15,10983/13,10983/13,1,1,3/27/2014,10983,10983,13,13,84,84,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,4/6/2014,6,6,1,720.9,428.4
292.5,0,0,10983/57,10983/57,1,0,3/27/2014,10983,10983,57,57,15,15,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,4/6/2014,19.5,19.5,1,720.9,292.5
959.75,0,0,10984/16,10984/16,1,0,3/30/2014,10984,10984,16,16,55,55,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,4/3/2014,17.45,17.45,0,1809.75,959.75
90,0,0,10984/24,10984/24,1,0,3/30/2014,10984,10984,24,24,20,20,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,4/3/2014,4.5,4.5,0,1809.75,90
760,0,0,10984/36,10984/36,1,0,3/30/2014,10984,10984,36,36,40,40,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,4/3/2014,19,19,0,1809.75,760
565.38,0.1,0.1,10985/16,10985/16,1,1,3/30/2014,10985,10985,16,16,36,36,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,4/2/2014,17.45,17.45,1,2023.38,565.38
450,0.1,0.1,10985/18,10985/18,1,1,3/30/2014,10985,10985,18,18,8,8,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,4/2/2014,62.5,62.5,1,2023.38,450
1008,0.1,0.1,10985/32,10985/32,1,1,3/30/2014,10985,10985,32,32,35,35,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,4/2/2014,32,32,1,2023.38,1008
630,0,0,10986/11,10986/11,1,0,3/30/2014,10986,10986,11,11,30,30,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,Argentina,Océano Atlántico Ltda.,1010,South America,4/21/2014,21,21,0,2220,630
1215,0,0,10986/20,10986/20,1,0,3/30/2014,10986,10986,20,20,15,15,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,Argentina,Océano Atlántico Ltda.,1010,South America,4/21/2014,81,81,0,2220,1215
180,0,0,10986/76,10986/76,1,0,3/30/2014,10986,10986,76,76,10,10,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,Argentina,Océano Atlántico Ltda.,1010,South America,4/21/2014,18,18,0,2220,180
195,0,0,10986/77,10986/77,1,0,3/30/2014,10986,10986,77,77,15,15,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,Argentina,Océano Atlántico Ltda.,1010,South America,4/21/2014,13,13,0,2220,195
1800,0,0,10987/7,10987/7,1,0,3/31/2014,10987,10987,7,7,60,60,35 King George,London,UK,Eastern Connection,WX3 6FW,British Isles,4/6/2014,30,30,0,2772,1800
276,0,0,10987/43,10987/43,1,0,3/31/2014,10987,10987,43,43,6,6,35 King George,London,UK,Eastern Connection,WX3 6FW,British Isles,4/6/2014,46,46,0,2772,276
696,0,0,10987/72,10987/72,1,0,3/31/2014,10987,10987,72,72,20,20,35 King George,London,UK,Eastern Connection,WX3 6FW,British Isles,4/6/2014,34.8,34.8,0,2772,696
1800,0,0,10988/7,10988/7,1,0,3/31/2014,10988,10988,7,7,60,60,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,4/10/2014,30,30,1,3574.8,1800
1774.8,0.1,0.1,10988/62,10988/62,1,1,3/31/2014,10988,10988,62,62,40,40,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,4/10/2014,49.3,49.3,1,3574.8,1774.8
1000,0,0,10989/6,10989/6,1,0,3/31/2014,10989,10989,6,6,40,40,"Rua da Panificadora, 12",Rio de Janeiro,Brazil,Que Delícia,02389-673,South America,4/2/2014,25,25,0,1353.6,1000
315,0,0,10989/11,10989/11,1,0,3/31/2014,10989,10989,11,11,15,15,"Rua da Panificadora, 12",Rio de Janeiro,Brazil,Que Delícia,02389-673,South America,4/2/2014,21,21,0,1353.6,315
38.6,0,0,10989/41,10989/41,1,0,3/31/2014,10989,10989,41,41,4,4,"Rua da Panificadora, 12",Rio de Janeiro,Brazil,Que Delícia,02389-673,South America,4/2/2014,9.65,9.65,0,1353.6,38.6
650,0,0,10990/21,10990/21,1,0,4/1/2014,10990,10990,21,21,65,65,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,4/7/2014,10,10,1,4288.85,650
714,0.15,0.15,10990/34,10990/34,1,1,4/1/2014,10990,10990,34,34,60,60,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,4/7/2014,14,14,1,4288.85,714
1326,0.15,0.15,10990/55,10990/55,1,1,4/1/2014,10990,10990,55,55,65,65,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,4/7/2014,24,24,1,4288.85,1326
1598.85,0.15,0.15,10990/61,10990/61,1,1,4/1/2014,10990,10990,61,61,66,66,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,4/7/2014,28.5,28.5,1,4288.85,1598.85
760,0.2,0.2,10991/2,10991/2,1,1,4/1/2014,10991,10991,2,2,50,50,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,4/7/2014,19,19,1,2296,760
240,0.2,0.2,10991/70,10991/70,1,1,4/1/2014,10991,10991,70,70,20,20,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,4/7/2014,15,15,1,2296,240
1296,0.2,0.2,10991/76,10991/76,1,1,4/1/2014,10991,10991,76,76,90,90,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,4/7/2014,18,18,1,2296,1296
69.6,0,0,10992/72,10992/72,1,0,4/1/2014,10992,10992,72,72,2,2,89 Jefferson Way Suite 2,Portland,USA,The Big Cheese,97201,North America,4/3/2014,34.8,34.8,0,69.6,69.6
4642.125,0.25,0.25,10993/29,10993/29,1,1,4/1/2014,10993,10993,29,29,50,50,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,4/10/2014,123.79,123.79,1,4895.4375,4642.125
253.3125,0.25,0.25,10993/41,10993/41,1,1,4/1/2014,10993,10993,41,41,35,35,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,4/10/2014,9.65,9.65,1,4895.4375,253.3125
940.5,0.05,0.05,10994/59,10994/59,1,1,4/2/2014,10994,10994,59,59,18,18,Smagsloget 45,Århus,Denmark,Vaffeljernet,8200,Northern Europe,4/9/2014,55,55,1,940.5,940.5
1060,0,0,10995/51,10995/51,1,0,4/2/2014,10995,10995,51,51,20,20,Calle Dr. Jorge Cash 321,México D.F.,Mexico,Pericles Comidas clásicas,05033,Central America,4/6/2014,53,53,0,1196,1060
136,0,0,10995/60,10995/60,1,0,4/2/2014,10995,10995,60,60,4,4,Calle Dr. Jorge Cash 321,México D.F.,Mexico,Pericles Comidas clásicas,05033,Central America,4/6/2014,34,34,0,1196,136
560,0,0,10996/42,10996/42,1,0,4/2/2014,10996,10996,42,42,40,40,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,4/10/2014,14,14,0,560,560
1600,0,0,10997/32,10997/32,1,0,4/3/2014,10997,10997,32,32,50,50,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,South America,4/13/2014,32,32,1,1885,1600
180,0.25,0.25,10997/46,10997/46,1,1,4/3/2014,10997,10997,46,46,20,20,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,South America,4/13/2014,12,12,1,1885,180
105,0.25,0.25,10997/52,10997/52,1,1,4/3/2014,10997,10997,52,52,20,20,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,South America,4/13/2014,7,7,1,1885,105
54,0,0,10998/24,10998/24,1,0,4/3/2014,10998,10998,24,24,12,12,ul. Filtrowa 68,Warszawa,Poland,Wolski Zajazd,01-012,Eastern Europe,4/17/2014,4.5,4.5,0,686,54
199.5,0,0,10998/61,10998/61,1,0,4/3/2014,10998,10998,61,61,7,7,ul. Filtrowa 68,Warszawa,Poland,Wolski Zajazd,01-012,Eastern Europe,4/17/2014,28.5,28.5,0,686,199.5
200,0,0,10998/74,10998/74,1,0,4/3/2014,10998,10998,74,74,20,20,ul. Filtrowa 68,Warszawa,Poland,Wolski Zajazd,01-012,Eastern Europe,4/17/2014,10,10,0,686,200
232.5,0,0,10998/75,10998/75,1,0,4/3/2014,10998,10998,75,75,30,30,ul. Filtrowa 68,Warszawa,Poland,Wolski Zajazd,01-012,Eastern Europe,4/17/2014,7.75,7.75,0,686,232.5
183.35,0.05,0.05,10999/41,10999/41,1,1,4/3/2014,10999,10999,41,41,20,20,Mehrheimerstr. 369,Köln,Germany,Ottilies Käseladen,50739,Western Europe,4/10/2014,9.65,9.65,1,1197.95,183.35
755.25,0.05,0.05,10999/51,10999/51,1,1,4/3/2014,10999,10999,51,51,15,15,Mehrheimerstr. 369,Köln,Germany,Ottilies Käseladen,50739,Western Europe,4/10/2014,53,53,1,1197.95,755.25
259.35,0.05,0.05,10999/77,10999/77,1,1,4/3/2014,10999,10999,77,77,21,21,Mehrheimerstr. 369,Köln,Germany,Ottilies Käseladen,50739,Western Europe,4/10/2014,13,13,1,1197.95,259.35
412.5,0.25,0.25,11000/4,11000/4,1,1,4/6/2014,11000,11000,4,4,25,25,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,4/14/2014,22,22,1,903.75,412.5
101.25,0.25,0.25,11000/24,11000/24,1,1,4/6/2014,11000,11000,24,24,30,30,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,4/14/2014,4.5,4.5,1,903.75,101.25
390,0,0,11000/77,11000/77,1,0,4/6/2014,11000,11000,77,77,30,30,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,4/14/2014,13,13,1,903.75,390
1800,0,0,11001/7,11001/7,1,0,4/6/2014,11001,11001,7,7,60,60,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,4/14/2014,30,30,0,2769,1800
525,0,0,11001/22,11001/22,1,0,4/6/2014,11001,11001,22,22,25,25,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,4/14/2014,21,21,0,2769,525
300,0,0,11001/46,11001/46,1,0,4/6/2014,11001,11001,46,46,25,25,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,4/14/2014,12,12,0,2769,300
144,0,0,11001/55,11001/55,1,0,4/6/2014,11001,11001,55,55,6,6,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,4/14/2014,24,24,0,2769,144
336,0,0,11002/13,11002/13,1,0,4/6/2014,11002,11002,13,13,56,56,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,4/16/2014,6,6,1,1811.1,336
229.5,0.15,0.15,11002/35,11002/35,1,1,4/6/2014,11002,11002,35,35,15,15,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,4/16/2014,18,18,1,1811.1,229.5
285.6,0.15,0.15,11002/42,11002/42,1,1,4/6/2014,11002,11002,42,42,24,24,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,4/16/2014,14,14,1,1811.1,285.6
960,0,0,11002/55,11002/55,1,0,4/6/2014,11002,11002,55,55,40,40,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,4/16/2014,24,24,1,1811.1,960
72,0,0,11003/1,11003/1,1,0,4/6/2014,11003,11003,1,1,4,4,55 Grizzly Peak Rd.,Butte,USA,The Cracker Box,59801,North America,4/8/2014,18,18,0,326,72
184,0,0,11003/40,11003/40,1,0,4/6/2014,11003,11003,40,40,10,10,55 Grizzly Peak Rd.,Butte,USA,The Cracker Box,59801,North America,4/8/2014,18.4,18.4,0,326,184
70,0,0,11003/52,11003/52,1,0,4/6/2014,11003,11003,52,52,10,10,55 Grizzly Peak Rd.,Butte,USA,The Cracker Box,59801,North America,4/8/2014,7,7,0,326,70
187.38,0,0,11004/26,11004/26,1,0,4/7/2014,11004,11004,26,26,6,6,Rue Joseph-Bens 532,Bruxelles,Belgium,Maison Dewey,B-1180,Western Europe,4/20/2014,31.23,31.23,0,295.38,187.38
108,0,0,11004/76,11004/76,1,0,4/7/2014,11004,11004,76,76,6,6,Rue Joseph-Bens 532,Bruxelles,Belgium,Maison Dewey,B-1180,Western Europe,4/20/2014,18,18,0,295.38,108
36,0,0,11005/1,11005/1,1,0,4/7/2014,11005,11005,1,1,2,2,Keskuskatu 45,Helsinki,Finland,Wilman Kala,21240,Scandinavia,4/10/2014,18,18,0,586,36
550,0,0,11005/59,11005/59,1,0,4/7/2014,11005,11005,59,59,10,10,Keskuskatu 45,Helsinki,Finland,Wilman Kala,21240,Scandinavia,4/10/2014,55,55,0,586,550
144,0,0,11006/1,11006/1,1,0,4/7/2014,11006,11006,1,1,8,8,2732 Baker Blvd.,Eugene,USA,Great Lakes Food Market,97403,North America,4/15/2014,18,18,1,329.685,144
185.685,0.25,0.25,11006/29,11006/29,1,1,4/7/2014,11006,11006,29,29,2,2,2732 Baker Blvd.,Eugene,USA,Great Lakes Food Market,97403,North America,4/15/2014,123.79,123.79,1,329.685,185.685
1200,0,0,11007/8,11007/8,1,0,4/8/2014,11007,11007,8,8,30,30,Estrada da saúde n. 58,Lisboa,Portugal,Princesa Isabel Vinhos,1756,Southern Europe,4/13/2014,40,40,0,2633.9,1200
1237.9,0,0,11007/29,11007/29,1,0,4/8/2014,11007,11007,29,29,10,10,Estrada da saúde n. 58,Lisboa,Portugal,Princesa Isabel Vinhos,1756,Southern Europe,4/13/2014,123.79,123.79,0,2633.9,1237.9
196,0,0,11007/42,11007/42,1,0,4/8/2014,11007,11007,42,42,14,14,Estrada da saúde n. 58,Lisboa,Portugal,Princesa Isabel Vinhos,1756,Southern Europe,4/13/2014,14,14,0,2633.9,196
3032.4,0.05,0.05,11008/28,11008/28,1,1,4/8/2014,11008,11008,28,28,70,70,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,,45.6,45.6,1,4680.9,3032.4
1197,0.05,0.05,11008/34,11008/34,1,1,4/8/2014,11008,11008,34,34,90,90,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,,14,14,1,4680.9,1197
451.5,0,0,11008/71,11008/71,1,0,4/8/2014,11008,11008,71,71,21,21,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,,21.5,21.5,1,4680.9,451.5
54,0,0,11009/24,11009/24,1,0,4/8/2014,11009,11009,24,24,12,12,"C/ Romero, 33",Sevilla,Spain,Godos Cocina Típica,41101,Southern Europe,4/10/2014,4.5,4.5,1,616.5,54
256.5,0.25,0.25,11009/36,11009/36,1,1,4/8/2014,11009,11009,36,36,18,18,"C/ Romero, 33",Sevilla,Spain,Godos Cocina Típica,41101,Southern Europe,4/10/2014,19,19,1,616.5,256.5
306,0,0,11009/60,11009/60,1,0,4/8/2014,11009,11009,60,60,9,9,"C/ Romero, 33",Sevilla,Spain,Godos Cocina Típica,41101,Southern Europe,4/10/2014,34,34,1,616.5,306
600,0,0,11010/7,11010/7,1,0,4/9/2014,11010,11010,7,7,20,20,Strada Provinciale 124,Reggio Emilia,Italy,Reggiani Caseifici,42100,Southern Europe,4/21/2014,30,30,0,645,600
45,0,0,11010/24,11010/24,1,0,4/9/2014,11010,11010,24,24,10,10,Strada Provinciale 124,Reggio Emilia,Italy,Reggiani Caseifici,42100,Southern Europe,4/21/2014,4.5,4.5,0,645,45
503.5,0.05,0.05,11011/58,11011/58,1,1,4/9/2014,11011,11011,58,58,40,40,Obere Str. 57,Berlin,Germany,Alfred's Futterkiste,12209,Western Europe,4/13/2014,13.25,13.25,1,933.5,503.5
430,0,0,11011/71,11011/71,1,0,4/9/2014,11011,11011,71,71,20,20,Obere Str. 57,Berlin,Germany,Alfred's Futterkiste,12209,Western Europe,4/13/2014,21.5,21.5,1,933.5,430
437,0.05,0.05,11012/19,11012/19,1,1,4/9/2014,11012,11012,19,19,50,50,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,4/17/2014,9.2,9.2,1,2825.3,437
1162.8,0.05,0.05,11012/60,11012/60,1,1,4/9/2014,11012,11012,60,60,36,36,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,4/17/2014,34,34,1,2825.3,1162.8
1225.5,0.05,0.05,11012/71,11012/71,1,1,4/9/2014,11012,11012,71,71,60,60,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,4/17/2014,21.5,21.5,1,2825.3,1225.5
90,0,0,11013/23,11013/23,1,0,4/9/2014,11013,11013,23,23,10,10,"Gran Vía, 1",Madrid,Spain,Romero y tomillo,28001,Southern Europe,4/10/2014,9,9,0,361,90
56,0,0,11013/42,11013/42,1,0,4/9/2014,11013,11013,42,42,4,4,"Gran Vía, 1",Madrid,Spain,Romero y tomillo,28001,Southern Europe,4/10/2014,14,14,0,361,56
190,0,0,11013/45,11013/45,1,0,4/9/2014,11013,11013,45,45,20,20,"Gran Vía, 1",Madrid,Spain,Romero y tomillo,28001,Southern Europe,4/10/2014,9.5,9.5,0,361,190
25,0,0,11013/68,11013/68,1,0,4/9/2014,11013,11013,68,68,2,2,"Gran Vía, 1",Madrid,Spain,Romero y tomillo,28001,Southern Europe,4/10/2014,12.5,12.5,0,361,25
243.18,0.1,0.1,11014/41,11014/41,1,1,4/10/2014,11014,11014,41,41,28,28,Ave. 5 de Mayo Porlamar,I. de Margarita,Venezuela,LINO-Delicateses,4980,South America,4/15/2014,9.65,9.65,1,243.18,243.18
388.35,0,0,11015/30,11015/30,1,0,4/10/2014,11015,11015,30,30,15,15,Erling Skakkes gate 78,Stavern,Norway,Santé Gourmet,4110,Scandinavia,4/20/2014,25.89,25.89,0,622.35,388.35
234,0,0,11015/77,11015/77,1,0,4/10/2014,11015,11015,77,77,18,18,Erling Skakkes gate 78,Stavern,Norway,Santé Gourmet,4110,Scandinavia,4/20/2014,13,13,0,622.35,234
187.5,0,0,11016/31,11016/31,1,0,4/10/2014,11016,11016,31,31,15,15,Brook Farm Stratford St. Mary,Colchester,UK,Around the Horn,CO7 6JX,British Isles,4/13/2014,12.5,12.5,0,491.5,187.5
304,0,0,11016/36,11016/36,1,0,4/10/2014,11016,11016,36,36,16,16,Brook Farm Stratford St. Mary,Colchester,UK,Around the Horn,CO7 6JX,British Isles,4/13/2014,19,19,0,491.5,304
250,0,0,11017/3,11017/3,1,0,4/13/2014,11017,11017,3,3,25,25,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,4/20/2014,10,10,0,6750,250
6050,0,0,11017/59,11017/59,1,0,4/13/2014,11017,11017,59,59,110,110,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,4/20/2014,55,55,0,6750,6050
450,0,0,11017/70,11017/70,1,0,4/13/2014,11017,11017,70,70,30,30,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,4/20/2014,15,15,0,6750,450
760,0,0,11018/12,11018/12,1,0,4/13/2014,11018,11018,12,12,20,20,89 Chiaroscuro Rd.,Portland,USA,Lonesome Pine Restaurant,97219,North America,4/16/2014,38,38,0,1575,760
625,0,0,11018/18,11018/18,1,0,4/13/2014,11018,11018,18,18,10,10,89 Chiaroscuro Rd.,Portland,USA,Lonesome Pine Restaurant,97219,North America,4/16/2014,62.5,62.5,0,1575,625
190,0,0,11018/56,11018/56,1,0,4/13/2014,11018,11018,56,56,5,5,89 Chiaroscuro Rd.,Portland,USA,Lonesome Pine Restaurant,97219,North America,4/16/2014,38,38,0,1575,190
36,0,0,11019/46,11019/46,1,0,4/13/2014,11019,11019,46,46,3,3,Av. del Libertador 900,Buenos Aires,Argentina,Rancho grande,1010,South America,,12,12,0,76,36
40,0,0,11019/49,11019/49,1,0,4/13/2014,11019,11019,49,49,2,2,Av. del Libertador 900,Buenos Aires,Argentina,Rancho grande,1010,South America,,20,20,0,76,40
632.4,0.15,0.15,11020/10,11020/10,1,1,4/14/2014,11020,11020,10,10,24,24,Mehrheimerstr. 369,Köln,Germany,Ottilies Käseladen,50739,Western Europe,4/16/2014,31,31,1,632.4,632.4
156.75,0.25,0.25,11021/2,11021/2,1,1,4/14/2014,11021,11021,2,2,11,11,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,4/21/2014,19,19,1,6306.24,156.75
1215,0,0,11021/20,11021/20,1,0,4/14/2014,11021,11021,20,20,15,15,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,4/21/2014,81,81,1,6306.24,1215
1967.49,0,0,11021/26,11021/26,1,0,4/14/2014,11021,11021,26,26,63,63,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,4/21/2014,31.23,31.23,1,6306.24,1967.49
1749,0.25,0.25,11021/51,11021/51,1,1,4/14/2014,11021,11021,51,51,44,44,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,4/21/2014,53,53,1,6306.24,1749
1218,0,0,11021/72,11021/72,1,0,4/14/2014,11021,11021,72,72,35,35,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,4/21/2014,34.8,34.8,1,6306.24,1218
322,0,0,11022/19,11022/19,1,0,4/14/2014,11022,11022,19,19,35,35,"Rua do Paço, 67",Rio de Janeiro,Brazil,Hanari Carnes,05454-876,South America,5/4/2014,9.2,9.2,0,1402,322
1080,0,0,11022/69,11022/69,1,0,4/14/2014,11022,11022,69,69,30,30,"Rua do Paço, 67",Rio de Janeiro,Brazil,Hanari Carnes,05454-876,South America,5/4/2014,36,36,0,1402,1080
120,0,0,11023/7,11023/7,1,0,4/14/2014,11023,11023,7,7,4,4,Fauntleroy Circus,London,UK,B's Beverages,EC2 5NT,British Isles,4/24/2014,30,30,0,1500,120
1380,0,0,11023/43,11023/43,1,0,4/14/2014,11023,11023,43,43,30,30,Fauntleroy Circus,London,UK,B's Beverages,EC2 5NT,British Isles,4/24/2014,46,46,0,1500,1380
374.76,0,0,11024/26,11024/26,1,0,4/15/2014,11024,11024,26,26,12,12,35 King George,London,UK,Eastern Connection,WX3 6FW,British Isles,4/20/2014,31.23,31.23,0,1966.81,374.76
75,0,0,11024/33,11024/33,1,0,4/15/2014,11024,11024,33,33,30,30,35 King George,London,UK,Eastern Connection,WX3 6FW,British Isles,4/20/2014,2.5,2.5,0,1966.81,75
442.05,0,0,11024/65,11024/65,1,0,4/15/2014,11024,11024,65,65,21,21,35 King George,London,UK,Eastern Connection,WX3 6FW,British Isles,4/20/2014,21.05,21.05,0,1966.81,442.05
1075,0,0,11024/71,11024/71,1,0,4/15/2014,11024,11024,71,71,50,50,35 King George,London,UK,Eastern Connection,WX3 6FW,British Isles,4/20/2014,21.5,21.5,0,1966.81,1075
162,0.1,0.1,11025/1,11025/1,1,1,4/15/2014,11025,11025,1,1,10,10,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,Scandinavia,4/24/2014,18,18,1,270,162
108,0.1,0.1,11025/13,11025/13,1,1,4/15/2014,11025,11025,13,13,20,20,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,Scandinavia,4/24/2014,6,6,1,270,108
500,0,0,11026/18,11026/18,1,0,4/15/2014,11026,11026,18,18,8,8,Via Monte Bianco 34,Torino,Italy,Franchi S.p.A.,10100,Southern Europe,4/28/2014,62.5,62.5,0,1030,500
530,0,0,11026/51,11026/51,1,0,4/15/2014,11026,11026,51,51,10,10,Via Monte Bianco 34,Torino,Italy,Franchi S.p.A.,10100,Southern Europe,4/28/2014,53,53,0,1030,530
101.25,0.25,0.25,11027/24,11027/24,1,1,4/16/2014,11027,11027,24,24,30,30,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,North America,4/20/2014,4.5,4.5,1,877.725,101.25
776.475,0.25,0.25,11027/62,11027/62,1,1,4/16/2014,11027,11027,62,62,21,21,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,North America,4/20/2014,49.3,49.3,1,877.725,776.475
840,0,0,11028/55,11028/55,1,0,4/16/2014,11028,11028,55,55,35,35,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,4/22/2014,24,24,0,2160,840
1320,0,0,11028/59,11028/59,1,0,4/16/2014,11028,11028,59,59,24,24,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,4/22/2014,55,55,0,2160,1320
760,0,0,11029/56,11029/56,1,0,4/16/2014,11029,11029,56,56,20,20,Hauptstr. 31,Bern,Switzerland,Chop-suey Chinese,3012,Western Europe,4/27/2014,38,38,0,1286.8,760
