Id,OrderId,ProductId,UnitPrice,Quantity,Discount,price,OnSale,discounted_order,order_total
10711/53,10711,53,32.8,120,0.0,3935.9999999999995,0,0,4451.7
10712/53,10712,53,32.8,3,0.05,93.47999999999999,1,1,1233.48
10712/56,10712,56,38.0,30,0.0,1140.0,0,1,1233.48
10713/10,10713,10,31.0,18,0.0,558.0,0,0,2827.9
10713/26,10713,26,31.23,30,0.0,936.9,0,0,2827.9
10713/45,10713,45,9.5,110,0.0,1045.0,0,0,2827.9
10713/46,10713,46,12.0,24,0.0,288.0,0,0,2827.9
10714/2,10714,2,19.0,30,0.25,427.5,1,1,2205.75
10714/17,10714,17,39.0,27,0.25,789.75,1,1,2205.75
10714/47,10714,47,9.5,50,0.25,356.25,1,1,2205.75
10714/56,10714,56,38.0,18,0.25,513.0,1,1,2205.75
10714/58,10714,58,13.25,12,0.25,119.25,1,1,2205.75
10715/10,10715,10,31.0,21,0.0,651.0,0,0,1296.0
10715/71,10715,71,21.5,30,0.0,645.0,0,0,1296.0
10716/21,10716,21,10.0,5,0.0,50.0,0,0,706.0
10716/51,10716,51,53.0,7,0.0,371.0,0,0,706.0
10716/61,10716,61,28.5,10,0.0,285.0,0,0,706.0
10717/21,10717,21,10.0,32,0.05,304.0,1,1,1270.75
10717/54,10717,54,7.45,15,0.0,111.75,0,1,1270.75
10717/69,10717,69,36.0,25,0.05,854.9999999999999,1,1,1270.75
10718/12,10718,12,38.0,36,0.0,1368.0,0,0,3463.0
10718/16,10718,16,17.45,20,0.0,349.0,0,0,3463.0
10718/36,10718,36,19.0,40,0.0,760.0,0,0,3463.0
10718/62,10718,62,49.3,20,0.0,986.0,0,0,3463.0
10719/18,10719,18,62.5,12,0.25,562.5,1,1,844.2525
10719/30,10719,30,25.89,3,0.25,58.2525,1,1,844.2525
10719/54,10719,54,7.45,40,0.25,223.5,1,1,844.2525
10720/35,10720,35,18.0,21,0.0,378.0,0,0,550.0
10720/71,10720,71,21.5,8,0.0,172.0,0,0,550.0
10721/44,10721,44,19.45,50,0.05,923.875,1,1,923.875
10722/2,10722,2,19.0,3,0.0,57.0,0,0,1570.0
10722/31,10722,31,12.5,50,0.0,625.0,0,0,1570.0
10722/68,10722,68,12.5,45,0.0,562.5,0,0,1570.0
10722/75,10722,75,7.75,42,0.0,325.5,0,0,1570.0
10723/26,10723,26,31.23,15,0.0,468.45,0,0,468.45
10724/10,10724,10,31.0,16,0.0,496.0,0,0,638.5
10724/61,10724,61,28.5,5,0.0,142.5,0,0,638.5
10725/41,10725,41,9.65,12,0.0,115.80000000000001,0,0,287.8
10725/52,10725,52,7.0,4,0.0,28.0,0,0,287.8
10725/55,10725,55,24.0,6,0.0,144.0,0,0,287.8
10726/4,10726,4,22.0,25,0.0,550.0,0,0,655.0
10726/11,10726,11,21.0,5,0.0,105.0,0,0,655.0
10727/17,10727,17,39.0,20,0.05,741.0,1,1,1624.5
10727/56,10727,56,38.0,10,0.05,361.0,1,1,1624.5
10727/59,10727,59,55.0,10,0.05,522.5,1,1,1624.5
10728/30,10728,30,25.89,15,0.0,388.35,0,0,1296.75
10728/40,10728,40,18.4,6,0.0,110.39999999999999,0,0,1296.75
10728/55,10728,55,24.0,12,0.0,288.0,0,0,1296.75
10728/60,10728,60,34.0,15,0.0,510.0,0,0,1296.75
10729/1,10729,1,18.0,50,0.0,900.0,0,0,1850.0
10729/21,10729,21,10.0,30,0.0,300.0,0,0,1850.0
10729/50,10729,50,16.25,40,0.0,650.0,0,0,1850.0
10730/16,10730,16,17.45,15,0.05,248.66249999999997,1,1,484.26249999999993
10730/31,10730,31,12.5,3,0.05,35.625,1,1,484.26249999999993
10730/65,10730,65,21.05,10,0.05,199.975,1,1,484.26249999999993
10731/21,10731,21,10.0,40,0.05,380.0,1,1,1890.4999999999998
10731/51,10731,51,53.0,30,0.05,1510.4999999999998,1,1,1890.4999999999998
10732/76,10732,76,18.0,20,0.0,360.0,0,0,360.0
10733/14,10733,14,23.25,16,0.0,372.0,0,0,1459.0
10733/28,10733,28,45.6,20,0.0,912.0,0,0,1459.0
10733/52,10733,52,7.0,25,0.0,175.0,0,0,1459.0
10734/6,10734,6,25.0,30,0.0,750.0,0,0,1498.35
10734/30,10734,30,25.89,15,0.0,388.35,0,0,1498.35
10734/76,10734,76,18.0,20,0.0,360.0,0,0,1498.35
10735/61,10735,61,28.5,20,0.1,513.0,1,1,536.4
10735/77,10735,77,13.0,2,0.1,23.400000000000002,1,1,536.4
10736/65,10736,65,21.05,40,0.0,842.0,0,0,997.0
10736/75,10736,75,7.75,20,0.0,155.0,0,0,997.0
10737/13,10737,13,6.0,4,0.0,24.0,0,0,139.8
10737/41,10737,41,9.65,12,0.0,115.80000000000001,0,0,139.8
10738/16,10738,16,17.45,3,0.0,52.349999999999994,0,0,52.349999999999994
10739/36,10739,36,19.0,6,0.0,114.0,0,0,240.0
10739/52,10739,52,7.0,18,0.0,126.0,0,0,240.0
10740/28,10740,28,45.6,5,0.2,182.40000000000003,1,1,1416.0
10740/35,10740,35,18.0,35,0.2,504.0,1,1,1416.0
10740/45,10740,45,9.5,40,0.2,304.0,1,1,1416.0
10740/56,10740,56,38.0,14,0.2,425.6,1,1,1416.0
10741/2,10741,2,19.0,15,0.2,228.00000000000003,1,1,228.00000000000003
10742/3,10742,3,10.0,20,0.0,200.0,0,0,3118.0
10742/60,10742,60,34.0,50,0.0,1700.0,0,0,3118.0
10742/72,10742,72,34.8,35,0.0,1218.0,0,0,3118.0
10743/46,10743,46,12.0,28,0.05,319.19999999999993,1,1,319.19999999999993
10744/40,10744,40,18.4,50,0.2,736.0,1,1,736.0
10745/18,10745,18,62.5,24,0.0,1500.0,0,0,4529.8
10745/44,10745,44,19.45,16,0.0,311.2,0,0,4529.8
10745/59,10745,59,55.0,45,0.0,2475.0,0,0,4529.8
10745/72,10745,72,34.8,7,0.0,243.59999999999997,0,0,4529.8
10746/13,10746,13,6.0,6,0.0,36.0,0,0,2311.7
10746/42,10746,42,14.0,28,0.0,392.0,0,0,2311.7
10746/62,10746,62,49.3,9,0.0,443.7,0,0,2311.7
10746/69,10746,69,36.0,40,0.0,1440.0,0,0,2311.7
10747/31,10747,31,12.5,8,0.0,100.0,0,0,1912.85
10747/41,10747,41,9.65,35,0.0,337.75,0,0,1912.85
10747/63,10747,63,43.9,9,0.0,395.09999999999997,0,0,1912.85
10747/69,10747,69,36.0,30,0.0,1080.0,0,0,1912.85
10748/23,10748,23,9.0,44,0.0,396.0,0,0,2196.0
10748/40,10748,40,18.4,40,0.0,736.0,0,0,2196.0
10748/56,10748,56,38.0,28,0.0,1064.0,0,0,2196.0
10749/56,10749,56,38.0,15,0.0,570.0,0,0,1080.0
10749/59,10749,59,55.0,6,0.0,330.0,0,0,1080.0
10749/76,10749,76,18.0,10,0.0,180.0,0,0,1080.0
10750/14,10750,14,23.25,5,0.15,98.8125,1,1,1590.5625
10750/45,10750,45,9.5,40,0.15,323.0,1,1,1590.5625
10750/59,10750,59,55.0,25,0.15,1168.75,1,1,1590.5625
10751/26,10751,26,31.23,12,0.1,337.284,1,1,1631.484
10751/30,10751,30,25.89,30,0.0,776.7,0,1,1631.484
10751/50,10751,50,16.25,20,0.1,292.5,1,1,1631.484
10751/73,10751,73,15.0,15,0.0,225.0,0,1,1631.484
10752/1,10752,1,18.0,8,0.0,144.0,0,0,252.0
10752/69,10752,69,36.0,3,0.0,108.0,0,0,252.0
10753/45,10753,45,9.5,4,0.0,38.0,0,0,88.0
10753/74,10753,74,10.0,5,0.0,50.0,0,0,88.0
10754/40,10754,40,18.4,3,0.0,55.199999999999996,0,0,55.199999999999996
10755/47,10755,47,9.5,30,0.25,213.75,1,1,1948.5
10755/56,10755,56,38.0,30,0.25,855.0,1,1,1948.5
10755/57,10755,57,19.5,14,0.25,204.75,1,1,1948.5
10755/69,10755,69,36.0,25,0.25,675.0,1,1,1948.5
10756/18,10756,18,62.5,21,0.2,1050.0,1,1,1990.0
10756/36,10756,36,19.0,20,0.2,304.0,1,1,1990.0
10756/68,10756,68,12.5,6,0.2,60.0,1,1,1990.0
10756/69,10756,69,36.0,20,0.2,576.0,1,1,1990.0
10757/34,10757,34,14.0,30,0.0,420.0,0,0,3082.0
10757/59,10757,59,55.0,7,0.0,385.0,0,0,3082.0
10757/62,10757,62,49.3,30,0.0,1479.0,0,0,3082.0
10757/64,10757,64,33.25,24,0.0,798.0,0,0,3082.0
10758/26,10758,26,31.23,20,0.0,624.6,0,0,1644.6
10758/52,10758,52,7.0,60,0.0,420.0,0,0,1644.6
10758/70,10758,70,15.0,40,0.0,600.0,0,0,1644.6
10759/32,10759,32,32.0,10,0.0,320.0,0,0,320.0
10760/25,10760,25,14.0,12,0.25,126.0,1,1,2917.0
10760/27,10760,27,43.9,40,0.0,1756.0,0,1,2917.0
10760/43,10760,43,46.0,30,0.25,1035.0,1,1,2917.0
10761/25,10761,25,14.0,35,0.25,367.5,1,1,507.0
10761/75,10761,75,7.75,18,0.0,139.5,0,1,507.0
10762/39,10762,39,18.0,16,0.0,288.0,0,0,4337.0
10762/47,10762,47,9.5,30,0.0,285.0,0,0,4337.0
10762/51,10762,51,53.0,28,0.0,1484.0,0,0,4337.0
10762/56,10762,56,38.0,60,0.0,2280.0,0,0,4337.0
10763/21,10763,21,10.0,40,0.0,400.0,0,0,616.0
10763/22,10763,22,21.0,6,0.0,126.0,0,0,616.0
10763/24,10763,24,4.5,20,0.0,90.0,0,0,616.0
10764/3,10764,3,10.0,20,0.1,180.0,1,1,2286.0
10764/39,10764,39,18.0,130,0.1,2106.0,1,1,2286.0
10765/65,10765,65,21.05,80,0.1,1515.6,1,1,1515.6
10766/2,10766,2,19.0,40,0.0,760.0,0,0,2310.0
10766/7,10766,7,30.0,35,0.0,1050.0,0,0,2310.0
10766/68,10766,68,12.5,40,0.0,500.0,0,0,2310.0
10767/42,10767,42,14.0,2,0.0,28.0,0,0,28.0
10768/22,10768,22,21.0,4,0.0,84.0,0,0,1477.0
10768/31,10768,31,12.5,50,0.0,625.0,0,0,1477.0
10768/60,10768,60,34.0,15,0.0,510.0,0,0,1477.0
10768/71,10768,71,21.5,12,0.0,258.0,0,0,1477.0
10769/41,10769,41,9.65,30,0.05,275.02500000000003,1,1,1684.275
10769/52,10769,52,7.0,15,0.05,99.74999999999999,1,1,1684.275
10769/61,10769,61,28.5,20,0.0,570.0,0,1,1684.275
10769/62,10769,62,49.3,15,0.0,739.5,0,1,1684.275
10770/11,10770,11,21.0,15,0.25,236.25,1,1,236.25
10771/71,10771,71,21.5,16,0.0,344.0,0,0,344.0
10772/29,10772,29,123.79,18,0.0,2228.2200000000003,0,0,3603.2200000000003
10772/59,10772,59,55.0,25,0.0,1375.0,0,0,3603.2200000000003
10773/17,10773,17,39.0,33,0.0,1287.0,0,1,2030.4
10773/31,10773,31,12.5,70,0.2,700.0,1,1,2030.4
10773/75,10773,75,7.75,7,0.2,43.4,1,1,2030.4
10774/31,10774,31,12.5,2,0.25,18.75,1,1,868.75
10774/66,10774,66,17.0,50,0.0,850.0,0,1,868.75
10775/10,10775,10,31.0,6,0.0,186.0,0,0,228.0
10775/67,10775,67,14.0,3,0.0,42.0,0,0,228.0
10776/31,10776,31,12.5,16,0.05,190.0,1,1,6635.275
10776/42,10776,42,14.0,12,0.05,159.6,1,1,6635.275
10776/45,10776,45,9.5,27,0.05,243.675,1,1,6635.275
10776/51,10776,51,53.0,120,0.05,6041.999999999999,1,1,6635.275
10777/42,10777,42,14.0,20,0.2,224.00000000000003,1,1,224.00000000000003
10778/41,10778,41,9.65,10,0.0,96.5,0,0,96.5
10779/16,10779,16,17.45,20,0.0,349.0,0,0,1335.0
10779/62,10779,62,49.3,20,0.0,986.0,0,0,1335.0
10780/70,10780,70,15.0,35,0.0,525.0,0,0,720.0
10780/77,10780,77,13.0,15,0.0,195.0,0,0,720.0
10781/54,10781,54,7.45,3,0.2,17.880000000000003,1,1,975.88
10781/56,10781,56,38.0,20,0.2,608.0,1,1,975.88
10781/74,10781,74,10.0,35,0.0,350.0,0,1,975.88
10782/31,10782,31,12.5,1,0.0,12.5,0,0,12.5
10783/31,10783,31,12.5,10,0.0,125.0,0,0,1442.5
10783/38,10783,38,263.5,5,0.0,1317.5,0,0,1442.5
10784/36,10784,36,19.0,30,0.0,570.0,0,1,1488.0
10784/39,10784,39,18.0,2,0.15,30.599999999999998,1,1,1488.0
10784/72,10784,72,34.8,30,0.15,887.4,1,1,1488.0
10785/10,10785,10,31.0,10,0.0,310.0,0,0,387.5
10785/75,10785,75,7.75,10,0.0,77.5,0,0,387.5
10786/8,10786,8,40.0,30,0.2,960.0,1,1,1531.0800000000002
10786/30,10786,30,25.89,15,0.2,310.68000000000006,1,1,1531.0800000000002
10786/75,10786,75,7.75,42,0.2,260.40000000000003,1,1,1531.0800000000002
10787/2,10787,2,19.0,15,0.05,270.75,1,1,2622.7599999999998
10787/29,10787,29,123.79,20,0.05,2352.0099999999998,1,1,2622.7599999999998
10788/19,10788,19,9.2,50,0.05,436.99999999999994,1,1,731.5
10788/75,10788,75,7.75,40,0.05,294.5,1,1,731.5
10789/18,10789,18,62.5,30,0.0,1875.0,0,0,3687.0
10789/35,10789,35,18.0,15,0.0,270.0,0,0,3687.0
10789/63,10789,63,43.9,30,0.0,1317.0,0,0,3687.0
10789/68,10789,68,12.5,18,0.0,225.0,0,0,3687.0
10790/7,10790,7,30.0,3,0.15,76.5,1,1,722.5
10790/56,10790,56,38.0,20,0.15,646.0,1,1,722.5
10791/29,10791,29,123.79,14,0.05,1646.407,1,1,1829.757
10791/41,10791,41,9.65,20,0.05,183.35000000000002,1,1,1829.757
10792/2,10792,2,19.0,10,0.0,190.0,0,0,399.85
10792/54,10792,54,7.45,3,0.0,22.35,0,0,399.85
10792/68,10792,68,12.5,15,0.0,187.5,0,0,399.85
10793/41,10793,41,9.65,14,0.0,135.1,0,0,191.1
10793/52,10793,52,7.0,8,0.0,56.0,0,0,191.1
10794/14,10794,14,23.25,15,0.2,279.0,1,1,314.76
10794/54,10794,54,7.45,6,0.2,35.760000000000005,1,1,314.76
10795/16,10795,16,17.45,65,0.0,1134.25,0,1,2158.0
10795/17,10795,17,39.0,35,0.25,1023.75,1,1,2158.0
10796/26,10796,26,31.23,21,0.2,524.664,1,1,2341.364
10796/44,10796,44,19.45,10,0.0,194.5,0,1,2341.364
10796/64,10796,64,33.25,35,0.2,931.0,1,1,2341.364
10796/69,10796,69,36.0,24,0.2,691.2,1,1,2341.364
10797/11,10797,11,21.0,20,0.0,420.0,0,0,420.0
10798/62,10798,62,49.3,2,0.0,98.6,0,0,446.6
10798/72,10798,72,34.8,10,0.0,348.0,0,0,446.6
10799/13,10799,13,6.0,20,0.15,102.0,1,1,1553.5
10799/24,10799,24,4.5,20,0.15,76.5,1,1,1553.5
10799/59,10799,59,55.0,25,0.0,1375.0,0,1,1553.5
10800/11,10800,11,21.0,50,0.1,945.0000000000001,1,1,1468.935
10800/51,10800,51,53.0,10,0.1,477.0,1,1,1468.935
10800/54,10800,54,7.45,7,0.1,46.935,1,1,1468.935
10801/17,10801,17,39.0,40,0.25,1170.0,1,1,3026.85
10801/29,10801,29,123.79,20,0.25,1856.85,1,1,3026.85
10802/30,10802,30,25.89,25,0.25,485.4375,1,1,2942.8125
10802/51,10802,51,53.0,30,0.25,1192.5,1,1,2942.8125
10802/55,10802,55,24.0,60,0.25,1080.0,1,1,2942.8125
10802/62,10802,62,49.3,5,0.25,184.87499999999997,1,1,2942.8125
10803/19,10803,19,9.2,24,0.05,209.75999999999996,1,1,1193.01
10803/25,10803,25,14.0,15,0.05,199.49999999999997,1,1,1193.01
10803/59,10803,59,55.0,15,0.05,783.75,1,1,1193.01
10804/10,10804,10,31.0,36,0.0,1116.0,0,1,2278.4
10804/28,10804,28,45.6,24,0.0,1094.4,0,1,2278.4
10804/49,10804,49,20.0,4,0.15,68.0,1,1,2278.4
10805/34,10805,34,14.0,10,0.0,140.0,0,0,2775.0
10805/38,10805,38,263.5,10,0.0,2635.0,0,0,2775.0
10806/2,10806,2,19.0,20,0.25,285.0,1,1,439.6
10806/65,10806,65,21.05,2,0.0,42.1,0,1,439.6
10806/74,10806,74,10.0,15,0.25,112.5,1,1,439.6
10807/40,10807,40,18.4,1,0.0,18.4,0,0,18.4
10808/56,10808,56,38.0,20,0.15,646.0,1,1,1411.0
10808/76,10808,76,18.0,50,0.15,765.0,1,1,1411.0
10809/52,10809,52,7.0,20,0.0,140.0,0,0,140.0
10810/13,10810,13,6.0,7,0.0,42.0,0,0,187.0
10810/25,10810,25,14.0,5,0.0,70.0,0,0,187.0
10810/70,10810,70,15.0,5,0.0,75.0,0,0,187.0
10811/19,10811,19,9.2,15,0.0,138.0,0,0,852.0
10811/23,10811,23,9.0,18,0.0,162.0,0,0,852.0
10811/40,10811,40,18.4,30,0.0,552.0,0,0,852.0
10812/31,10812,31,12.5,16,0.1,180.0,1,1,1692.8
10812/72,10812,72,34.8,40,0.1,1252.8,1,1,1692.8
10812/77,10812,77,13.0,20,0.0,260.0,0,1,1692.8
10813/2,10813,2,19.0,12,0.2,182.4,1,1,602.4
10813/46,10813,46,12.0,35,0.0,420.0,0,1,602.4
10814/41,10814,41,9.65,20,0.0,193.0,0,1,1788.4499999999998
10814/43,10814,43,46.0,20,0.15,782.0,1,1,1788.4499999999998
10814/48,10814,48,12.75,8,0.15,86.7,1,1,1788.4499999999998
10814/61,10814,61,28.5,30,0.15,726.7499999999999,1,1,1788.4499999999998
10815/33,10815,33,2.5,16,0.0,40.0,0,0,40.0
10816/38,10816,38,263.5,30,0.05,7509.75,1,1,8446.45
10816/62,10816,62,49.3,20,0.05,936.6999999999998,1,1,8446.45
10817/26,10817,26,31.23,40,0.15,1061.82,1,1,10952.845
10817/38,10817,38,263.5,30,0.0,7905.0,0,1,10952.845
10817/40,10817,40,18.4,60,0.15,938.4,1,1,10952.845
10817/62,10817,62,49.3,25,0.15,1047.6249999999998,1,1,10952.845
10818/32,10818,32,32.0,20,0.0,640.0,0,0,833.0
10818/41,10818,41,9.65,20,0.0,193.0,0,0,833.0
10819/43,10819,43,46.0,7,0.0,322.0,0,0,477.0
10819/75,10819,75,7.75,20,0.0,155.0,0,0,477.0
10820/56,10820,56,38.0,30,0.0,1140.0,0,0,1140.0
10821/35,10821,35,18.0,20,0.0,360.0,0,0,678.0
10821/51,10821,51,53.0,6,0.0,318.0,0,0,678.0
10822/62,10822,62,49.3,3,0.0,147.89999999999998,0,0,237.89999999999998
10822/70,10822,70,15.0,6,0.0,90.0,0,0,237.89999999999998
10823/11,10823,11,21.0,20,0.1,378.00000000000006,1,1,2826.0
10823/57,10823,57,19.5,15,0.0,292.5,0,1,2826.0
10823/59,10823,59,55.0,40,0.1,1980.0,1,1,2826.0
10823/77,10823,77,13.0,15,0.1,175.50000000000003,1,1,2826.0
10824/41,10824,41,9.65,12,0.0,115.80000000000001,0,0,250.8
10824/70,10824,70,15.0,9,0.0,135.0,0,0,250.8
10825/26,10825,26,31.23,12,0.0,374.76,0,0,1030.76
10825/53,10825,53,32.8,20,0.0,656.0,0,0,1030.76
10826/31,10826,31,12.5,35,0.0,437.5,0,0,730.0
10826/57,10826,57,19.5,15,0.0,292.5,0,0,730.0
10827/10,10827,10,31.0,15,0.0,465.0,0,0,843.0
10827/39,10827,39,18.0,21,0.0,378.0,0,0,843.0
10828/20,10828,20,81.0,5,0.0,405.0,0,0,932.0
10828/38,10828,38,263.5,2,0.0,527.0,0,0,932.0
10829/2,10829,2,19.0,10,0.0,190.0,0,0,1764.0
10829/8,10829,8,40.0,20,0.0,800.0,0,0,1764.0
10829/13,10829,13,6.0,10,0.0,60.0,0,0,1764.0
10829/60,10829,60,34.0,21,0.0,714.0,0,0,1764.0
10830/6,10830,6,25.0,6,0.0,150.0,0,0,1974.0
10830/39,10830,39,18.0,28,0.0,504.0,0,0,1974.0
10830/60,10830,60,34.0,30,0.0,1020.0,0,0,1974.0
10830/68,10830,68,12.5,24,0.0,300.0,0,0,1974.0
10831/19,10831,19,9.2,2,0.0,18.4,0,0,2684.4
10831/35,10831,35,18.0,8,0.0,144.0,0,0,2684.4
10831/38,10831,38,263.5,8,0.0,2108.0,0,0,2684.4
10831/43,10831,43,46.0,9,0.0,414.0,0,0,2684.4
10832/13,10832,13,6.0,3,0.2,14.400000000000002,1,1,475.11
10832/25,10832,25,14.0,10,0.2,112.00000000000001,1,1,475.11
10832/44,10832,44,19.45,16,0.2,248.96,1,1,475.11
10832/64,10832,64,33.25,3,0.0,99.75,0,1,475.11
10833/7,10833,7,30.0,20,0.1,540.0,1,1,906.9300000000001
10833/31,10833,31,12.5,9,0.1,101.25,1,1,906.9300000000001
10833/53,10833,53,32.8,9,0.1,265.68,1,1,906.9300000000001
10834/29,10834,29,123.79,8,0.05,940.804,1,1,1432.714
10834/30,10834,30,25.89,20,0.05,491.90999999999997,1,1,1432.714
10835/59,10835,59,55.0,15,0.0,825.0,0,1,845.8
10835/77,10835,77,13.0,2,0.2,20.8,1,1,845.8
10836/22,10836,22,21.0,52,0.0,1092.0,0,0,4705.5
10836/35,10836,35,18.0,6,0.0,108.0,0,0,4705.5
10836/57,10836,57,19.5,24,0.0,468.0,0,0,4705.5
10836/60,10836,60,34.0,60,0.0,2040.0,0,0,4705.5
10836/64,10836,64,33.25,30,0.0,997.5,0,0,4705.5
10837/13,10837,13,6.0,6,0.0,36.0,0,1,1064.5
10837/40,10837,40,18.4,25,0.0,459.99999999999994,0,1,1064.5
10837/47,10837,47,9.5,40,0.25,285.0,1,1,1064.5
10837/76,10837,76,18.0,21,0.25,283.5,1,1,1064.5
10838/1,10838,1,18.0,4,0.25,54.0,1,1,1938.375
10838/18,10838,18,62.5,25,0.25,1171.875,1,1,1938.375
10838/36,10838,36,19.0,50,0.25,712.5,1,1,1938.375
10839/58,10839,58,13.25,30,0.1,357.75,1,1,827.55
10839/72,10839,72,34.8,15,0.1,469.79999999999995,1,1,827.55
10840/25,10840,25,14.0,6,0.2,67.2,1,1,211.2
10840/39,10840,39,18.0,10,0.2,144.0,1,1,211.2
10841/10,10841,10,31.0,16,0.0,496.0,0,0,4581.0
10841/56,10841,56,38.0,30,0.0,1140.0,0,0,4581.0
10841/59,10841,59,55.0,50,0.0,2750.0,0,0,4581.0
10841/77,10841,77,13.0,15,0.0,195.0,0,0,4581.0
10842/11,10842,11,21.0,15,0.0,315.0,0,0,975.0
10842/43,10842,43,46.0,5,0.0,230.0,0,0,975.0
10842/68,10842,68,12.5,20,0.0,250.0,0,0,975.0
10842/70,10842,70,15.0,12,0.0,180.0,0,0,975.0
10843/51,10843,51,53.0,4,0.25,159.0,1,1,159.0
10844/22,10844,22,21.0,35,0.0,735.0,0,0,735.0
10845/23,10845,23,9.0,70,0.1,567.0,1,1,3812.7
10845/35,10845,35,18.0,25,0.1,405.0,1,1,3812.7
10845/42,10845,42,14.0,42,0.1,529.1999999999999,1,1,3812.7
10845/58,10845,58,13.25,60,0.1,715.5,1,1,3812.7
10845/64,10845,64,33.25,48,0.0,1596.0,0,1,3812.7
10846/4,10846,4,22.0,21,0.0,462.0,0,0,1112.0
10846/70,10846,70,15.0,30,0.0,450.0,0,0,1112.0
10846/74,10846,74,10.0,20,0.0,200.0,0,0,1112.0
10847/1,10847,1,18.0,80,0.2,1152.0,1,1,4931.92
10847/19,10847,19,9.2,12,0.2,88.32,1,1,4931.92
10847/37,10847,37,26.0,60,0.2,1248.0,1,1,4931.92
10847/45,10847,45,9.5,36,0.2,273.6,1,1,4931.92
10847/60,10847,60,34.0,45,0.2,1224.0000000000002,1,1,4931.92
10847/71,10847,71,21.5,55,0.2,946.0,1,1,4931.92
10848/5,10848,5,21.35,30,0.0,640.5,0,0,931.5
10848/9,10848,9,97.0,3,0.0,291.0,0,0,931.5
10849/3,10849,3,10.0,49,0.0,490.0,0,1,967.819
10849/26,10849,26,31.23,18,0.15,477.819,1,1,967.819
10850/25,10850,25,14.0,20,0.15,238.0,1,1,629.0
10850/33,10850,33,2.5,4,0.15,8.5,1,1,629.0
10850/70,10850,70,15.0,30,0.15,382.5,1,1,629.0
10851/2,10851,2,19.0,5,0.05,90.25,1,1,2603.0
10851/25,10851,25,14.0,10,0.05,133.0,1,1,2603.0
10851/57,10851,57,19.5,10,0.05,185.25,1,1,2603.0
10851/59,10851,59,55.0,42,0.05,2194.5,1,1,2603.0
10852/2,10852,2,19.0,15,0.0,285.0,0,0,2984.0
10852/17,10852,17,39.0,6,0.0,234.0,0,0,2984.0
10852/62,10852,62,49.3,50,0.0,2465.0,0,0,2984.0
10853/18,10853,18,62.5,10,0.0,625.0,0,0,625.0
10854/10,10854,10,31.0,100,0.15,2635.0,1,1,2966.5
10854/13,10854,13,6.0,65,0.15,331.5,1,1,2966.5
10855/16,10855,16,17.45,50,0.0,872.5,0,1,2227.8875
10855/31,10855,31,12.5,14,0.0,175.0,0,1,2227.8875
10855/56,10855,56,38.0,24,0.0,912.0,0,1,2227.8875
10855/65,10855,65,21.05,15,0.15,268.38750000000005,1,1,2227.8875
10856/2,10856,2,19.0,20,0.0,380.0,0,0,660.0
10856/42,10856,42,14.0,20,0.0,280.0,0,0,660.0
10857/3,10857,3,10.0,30,0.0,300.0,0,1,2048.2124999999996
10857/26,10857,26,31.23,35,0.25,819.7875,1,1,2048.2124999999996
10857/29,10857,29,123.79,10,0.25,928.425,1,1,2048.2124999999996
10858/7,10858,7,30.0,5,0.0,150.0,0,0,649.0
10858/27,10858,27,43.9,10,0.0,439.0,0,0,649.0
10858/70,10858,70,15.0,4,0.0,60.0,0,0,649.0
10859/24,10859,24,4.5,40,0.25,135.0,1,1,1078.6875
10859/54,10859,54,7.45,35,0.25,195.5625,1,1,1078.6875
10859/64,10859,64,33.25,30,0.25,748.125,1,1,1078.6875
10860/51,10860,51,53.0,3,0.0,159.0,0,0,519.0
10860/76,10860,76,18.0,20,0.0,360.0,0,0,519.0
10861/17,10861,17,39.0,42,0.0,1638.0,0,0,3523.4
10861/18,10861,18,62.5,20,0.0,1250.0,0,0,3523.4
10861/21,10861,21,10.0,40,0.0,400.0,0,0,3523.4
10861/33,10861,33,2.5,35,0.0,87.5,0,0,3523.4
10861/62,10861,62,49.3,3,0.0,147.89999999999998,0,0,3523.4
10862/11,10862,11,21.0,25,0.0,525.0,0,0,581.0
10862/52,10862,52,7.0,8,0.0,56.0,0,0,581.0
10863/1,10863,1,18.0,20,0.15,306.0,1,1,441.15
10863/58,10863,58,13.25,12,0.15,135.14999999999998,1,1,441.15
10864/35,10864,35,18.0,4,0.0,72.0,0,0,282.0
10864/67,10864,67,14.0,15,0.0,210.0,0,0,282.0
10865/38,10865,38,263.5,60,0.05,15019.5,1,1,16387.5
10865/39,10865,39,18.0,80,0.05,1367.9999999999998,1,1,16387.5
10866/2,10866,2,19.0,21,0.25,299.25,1,1,1096.2
10866/24,10866,24,4.5,6,0.25,20.25,1,1,1096.2
10866/30,10866,30,25.89,40,0.25,776.7,1,1,1096.2
10867/53,10867,53,32.8,3,0.0,98.39999999999999,0,0,98.39999999999999
10868/26,10868,26,31.23,20,0.0,624.6,0,1,1920.6
10868/35,10868,35,18.0,30,0.0,540.0,0,1,1920.6
10868/49,10868,49,20.0,42,0.1,756.0,1,1,1920.6
10869/1,10869,1,18.0,40,0.0,720.0,0,0,1630.0
10869/11,10869,11,21.0,10,0.0,210.0,0,0,1630.0
10869/23,10869,23,9.0,50,0.0,450.0,0,0,1630.0
10869/68,10869,68,12.5,20,0.0,250.0,0,0,1630.0
10870/35,10870,35,18.0,3,0.0,54.0,0,0,160.0
10870/51,10870,51,53.0,2,0.0,106.0,0,0,160.0
