SalesPrice,Customer Id,Discount,Employee Id,F1,Freight,Id (Order.csv),Id,Number of Records,Order Date,Order Id,Product Id,Quantity,Required Date,Ship Address,Ship City,Ship Country,Ship Name,Ship Postal Code,Ship Region,Ship Via,Shipped Date,Unit Price
43.9,SPLIR,0,3,1874,12.96,10974,10974/63,1,3/25/2014,10974,63,10,4/8/2014,P.O. Box 555,Lander,USA,Split Rail Beer & Ale,82520,North America,3,4/3/2014,43.9
40,BOTTM,0,1,1875,32.27,10975,10975/8,1,3/25/2014,10975,8,16,4/22/2014,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,North America,3,3/27/2014,40
7.75,BOTTM,0,1,1876,32.27,10975,10975/75,1,3/25/2014,10975,75,10,4/22/2014,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,North America,3,3/27/2014,7.75
45.6,HILAA,0,1,1877,37.97,10976,10976/28,1,3/25/2014,10976,28,20,5/6/2014,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,South America,1,4/3/2014,45.6
18,FOLKO,0,8,1878,208.5,10977,10977/39,1,3/26/2014,10977,39,30,4/23/2014,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,3,4/10/2014,18
9.5,FOLKO,0,8,1879,208.5,10977,10977/47,1,3/26/2014,10977,47,30,4/23/2014,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,3,4/10/2014,9.5
53,FOLKO,0,8,1880,208.5,10977,10977/51,1,3/26/2014,10977,51,10,4/23/2014,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,3,4/10/2014,53
43.9,FOLKO,0,8,1881,208.5,10977,10977/63,1,3/26/2014,10977,63,20,4/23/2014,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,3,4/10/2014,43.9
34,MAISD,0.15,9,1882,32.82,10978,10978/8,1,3/26/2014,10978,8,20,4/23/2014,Rue Joseph-Bens 532,Bruxelles,Belgium,Maison Dewey,B-1180,Western Europe,2,4/23/2014,40
8.5,MAISD,0.15,9,1883,32.82,10978,10978/21,1,3/26/2014,10978,21,40,4/23/2014,Rue Joseph-Bens 532,Bruxelles,Belgium,Maison Dewey,B-1180,Western Europe,2,4/23/2014,10
18.4,MAISD,0,9,1884,32.82,10978,10978/40,1,3/26/2014,10978,40,10,4/23/2014,Rue Joseph-Bens 532,Bruxelles,Belgium,Maison Dewey,B-1180,Western Europe,2,4/23/2014,18.4
16.5325,MAISD,0.15,9,1885,32.82,10978,10978/44,1,3/26/2014,10978,44,6,4/23/2014,Rue Joseph-Bens 532,Bruxelles,Belgium,Maison Dewey,B-1180,Western Europe,2,4/23/2014,19.45
30,ERNSH,0,8,1886,353.07,10979,10979/7,1,3/26/2014,10979,7,18,4/23/2014,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,2,3/31/2014,30
38,ERNSH,0,8,1887,353.07,10979,10979/12,1,3/26/2014,10979,12,20,4/23/2014,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,2,3/31/2014,38
4.5,ERNSH,0,8,1888,353.07,10979,10979/24,1,3/26/2014,10979,24,80,4/23/2014,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,2,3/31/2014,4.5
43.9,ERNSH,0,8,1889,353.07,10979,10979/27,1,3/26/2014,10979,27,30,4/23/2014,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,2,3/31/2014,43.9
12.5,ERNSH,0,8,1890,353.07,10979,10979/31,1,3/26/2014,10979,31,24,4/23/2014,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,2,3/31/2014,12.5
43.9,ERNSH,0,8,1891,353.07,10979,10979/63,1,3/26/2014,10979,63,35,4/23/2014,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,2,3/31/2014,43.9
6.2,FOLKO,0.2,4,1892,1.26,10980,10980/75,1,3/27/2014,10980,75,40,5/8/2014,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,1,4/17/2014,7.75
263.5,HANAR,0,1,1893,193.37,10981,10981/38,1,3/27/2014,10981,38,60,4/24/2014,"Rua do Paço, 67",Rio de Janeiro,Brazil,Hanari Carnes,05454-876,South America,2,4/2/2014,263.5
30,BOTTM,0,2,1894,14.01,10982,10982/7,1,3/27/2014,10982,7,20,4/24/2014,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,North America,1,4/8/2014,30
46,BOTTM,0,2,1895,14.01,10982,10982/43,1,3/27/2014,10982,43,9,4/24/2014,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,North America,1,4/8/2014,46
5.1,SAVEA,0.15,2,1896,657.54,10983,10983/13,1,3/27/2014,10983,13,84,4/24/2014,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,2,4/6/2014,6
19.5,SAVEA,0,2,1897,657.54,10983,10983/57,1,3/27/2014,10983,57,15,4/24/2014,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,2,4/6/2014,19.5
17.45,SAVEA,0,1,1898,211.22,10984,10984/16,1,3/30/2014,10984,16,55,4/27/2014,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,3,4/3/2014,17.45
4.5,SAVEA,0,1,1899,211.22,10984,10984/24,1,3/30/2014,10984,24,20,4/27/2014,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,3,4/3/2014,4.5
19,SAVEA,0,1,1900,211.22,10984,10984/36,1,3/30/2014,10984,36,40,4/27/2014,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,3,4/3/2014,19
15.705,HUNGO,0.1,2,1901,91.51,10985,10985/16,1,3/30/2014,10985,16,36,4/27/2014,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,1,4/2/2014,17.45
56.25,HUNGO,0.1,2,1902,91.51,10985,10985/18,1,3/30/2014,10985,18,8,4/27/2014,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,1,4/2/2014,62.5
28.8,HUNGO,0.1,2,1903,91.51,10985,10985/32,1,3/30/2014,10985,32,35,4/27/2014,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,1,4/2/2014,32
21,OCEA,0,8,1904,217.86,10986,10986/11,1,3/30/2014,10986,11,30,4/27/2014,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,Argentina,Océano Atlántico Ltda.,1010,South America,2,4/21/2014,21
81,OCEA,0,8,1905,217.86,10986,10986/20,1,3/30/2014,10986,20,15,4/27/2014,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,Argentina,Océano Atlántico Ltda.,1010,South America,2,4/21/2014,81
18,OCEA,0,8,1906,217.86,10986,10986/76,1,3/30/2014,10986,76,10,4/27/2014,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,Argentina,Océano Atlántico Ltda.,1010,South America,2,4/21/2014,18
13,OCEA,0,8,1907,217.86,10986,10986/77,1,3/30/2014,10986,77,15,4/27/2014,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,Argentina,Océano Atlántico Ltda.,1010,South America,2,4/21/2014,13
30,EASTC,0,8,1908,185.48,10987,10987/7,1,3/31/2014,10987,7,60,4/28/2014,35 King George,London,UK,Eastern Connection,WX3 6FW,British Isles,1,4/6/2014,30
46,EASTC,0,8,1909,185.48,10987,10987/43,1,3/31/2014,10987,43,6,4/28/2014,35 King George,London,UK,Eastern Connection,WX3 6FW,British Isles,1,4/6/2014,46
34.8,EASTC,0,8,1910,185.48,10987,10987/72,1,3/31/2014,10987,72,20,4/28/2014,35 King George,London,UK,Eastern Connection,WX3 6FW,British Isles,1,4/6/2014,34.8
30,RATTC,0,3,1911,61.14,10988,10988/7,1,3/31/2014,10988,7,60,4/28/2014,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,2,4/10/2014,30
44.37,RATTC,0.1,3,1912,61.14,10988,10988/62,1,3/31/2014,10988,62,40,4/28/2014,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,2,4/10/2014,49.3
25,QUEDE,0,2,1913,34.76,10989,10989/6,1,3/31/2014,10989,6,40,4/28/2014,"Rua da Panificadora, 12",Rio de Janeiro,Brazil,Que Delícia,02389-673,South America,1,4/2/2014,25
21,QUEDE,0,2,1914,34.76,10989,10989/11,1,3/31/2014,10989,11,15,4/28/2014,"Rua da Panificadora, 12",Rio de Janeiro,Brazil,Que Delícia,02389-673,South America,1,4/2/2014,21
9.65,QUEDE,0,2,1915,34.76,10989,10989/41,1,3/31/2014,10989,41,4,4/28/2014,"Rua da Panificadora, 12",Rio de Janeiro,Brazil,Que Delícia,02389-673,South America,1,4/2/2014,9.65
10,ERNSH,0,2,1916,117.61,10990,10990/21,1,4/1/2014,10990,21,65,5/13/2014,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,3,4/7/2014,10
11.9,ERNSH,0.15,2,1917,117.61,10990,10990/34,1,4/1/2014,10990,34,60,5/13/2014,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,3,4/7/2014,14
20.4,ERNSH,0.15,2,1918,117.61,10990,10990/55,1,4/1/2014,10990,55,65,5/13/2014,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,3,4/7/2014,24
24.225,ERNSH,0.15,2,1919,117.61,10990,10990/61,1,4/1/2014,10990,61,66,5/13/2014,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,3,4/7/2014,28.5
15.2,QUICK,0.2,1,1920,38.51,10991,10991/2,1,4/1/2014,10991,2,50,4/29/2014,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,1,4/7/2014,19
12,QUICK,0.2,1,1921,38.51,10991,10991/70,1,4/1/2014,10991,70,20,4/29/2014,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,1,4/7/2014,15
14.4,QUICK,0.2,1,1922,38.51,10991,10991/76,1,4/1/2014,10991,76,90,4/29/2014,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,1,4/7/2014,18
34.8,THEBI,0,1,1923,4.27,10992,10992/72,1,4/1/2014,10992,72,2,4/29/2014,89 Jefferson Way Suite 2,Portland,USA,The Big Cheese,97201,North America,3,4/3/2014,34.8
92.8425,FOLKO,0.25,7,1924,8.81,10993,10993/29,1,4/1/2014,10993,29,50,4/29/2014,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,3,4/10/2014,123.79
7.2375,FOLKO,0.25,7,1925,8.81,10993,10993/41,1,4/1/2014,10993,41,35,4/29/2014,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,3,4/10/2014,9.65
52.25,VAFFE,0.05,2,1926,65.53,10994,10994/59,1,4/2/2014,10994,59,18,4/16/2014,Smagsloget 45,Århus,Denmark,Vaffeljernet,8200,Northern Europe,3,4/9/2014,55
53,PERIC,0,1,1927,46,10995,10995/51,1,4/2/2014,10995,51,20,4/30/2014,Calle Dr. Jorge Cash 321,México D.F.,Mexico,Pericles Comidas clásicas,05033,Central America,3,4/6/2014,53
34,PERIC,0,1,1928,46,10995,10995/60,1,4/2/2014,10995,60,4,4/30/2014,Calle Dr. Jorge Cash 321,México D.F.,Mexico,Pericles Comidas clásicas,05033,Central America,3,4/6/2014,34
14,QUICK,0,4,1929,1.12,10996,10996/42,1,4/2/2014,10996,42,40,4/30/2014,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,2,4/10/2014,14
32,LILAS,0,8,1930,73.91,10997,10997/32,1,4/3/2014,10997,32,50,5/15/2014,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,South America,2,4/13/2014,32
9,LILAS,0.25,8,1931,73.91,10997,10997/46,1,4/3/2014,10997,46,20,5/15/2014,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,South America,2,4/13/2014,12
5.25,LILAS,0.25,8,1932,73.91,10997,10997/52,1,4/3/2014,10997,52,20,5/15/2014,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,South America,2,4/13/2014,7
4.5,WOLZA,0,8,1933,20.31,10998,10998/24,1,4/3/2014,10998,24,12,4/17/2014,ul. Filtrowa 68,Warszawa,Poland,Wolski Zajazd,01-012,Eastern Europe,2,4/17/2014,4.5
28.5,WOLZA,0,8,1934,20.31,10998,10998/61,1,4/3/2014,10998,61,7,4/17/2014,ul. Filtrowa 68,Warszawa,Poland,Wolski Zajazd,01-012,Eastern Europe,2,4/17/2014,28.5
10,WOLZA,0,8,1935,20.31,10998,10998/74,1,4/3/2014,10998,74,20,4/17/2014,ul. Filtrowa 68,Warszawa,Poland,Wolski Zajazd,01-012,Eastern Europe,2,4/17/2014,10
7.75,WOLZA,0,8,1936,20.31,10998,10998/75,1,4/3/2014,10998,75,30,4/17/2014,ul. Filtrowa 68,Warszawa,Poland,Wolski Zajazd,01-012,Eastern Europe,2,4/17/2014,7.75
9.1675,OTTIK,0.05,6,1937,96.35,10999,10999/41,1,4/3/2014,10999,41,20,5/1/2014,Mehrheimerstr. 369,Köln,Germany,Ottilies Käseladen,50739,Western Europe,2,4/10/2014,9.65
50.35,OTTIK,0.05,6,1938,96.35,10999,10999/51,1,4/3/2014,10999,51,15,5/1/2014,Mehrheimerstr. 369,Köln,Germany,Ottilies Käseladen,50739,Western Europe,2,4/10/2014,53
12.35,OTTIK,0.05,6,1939,96.35,10999,10999/77,1,4/3/2014,10999,77,21,5/1/2014,Mehrheimerstr. 369,Köln,Germany,Ottilies Käseladen,50739,Western Europe,2,4/10/2014,13
16.5,RATTC,0.25,2,1940,55.12,11000,11000/4,1,4/6/2014,11000,4,25,5/4/2014,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,3,4/14/2014,22
3.375,RATTC,0.25,2,1941,55.12,11000,11000/24,1,4/6/2014,11000,24,30,5/4/2014,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,3,4/14/2014,4.5
13,RATTC,0,2,1942,55.12,11000,11000/77,1,4/6/2014,11000,77,30,5/4/2014,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,3,4/14/2014,13
30,FOLKO,0,2,1943,197.3,11001,11001/7,1,4/6/2014,11001,7,60,5/4/2014,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,2,4/14/2014,30
21,FOLKO,0,2,1944,197.3,11001,11001/22,1,4/6/2014,11001,22,25,5/4/2014,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,2,4/14/2014,21
12,FOLKO,0,2,1945,197.3,11001,11001/46,1,4/6/2014,11001,46,25,5/4/2014,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,2,4/14/2014,12
24,FOLKO,0,2,1946,197.3,11001,11001/55,1,4/6/2014,11001,55,6,5/4/2014,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,2,4/14/2014,24
6,SAVEA,0,4,1947,141.16,11002,11002/13,1,4/6/2014,11002,13,56,5/4/2014,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,4/16/2014,6
15.3,SAVEA,0.15,4,1948,141.16,11002,11002/35,1,4/6/2014,11002,35,15,5/4/2014,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,4/16/2014,18
11.9,SAVEA,0.15,4,1949,141.16,11002,11002/42,1,4/6/2014,11002,42,24,5/4/2014,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,4/16/2014,14
24,SAVEA,0,4,1950,141.16,11002,11002/55,1,4/6/2014,11002,55,40,5/4/2014,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,4/16/2014,24
18,THECR,0,3,1951,14.91,11003,11003/1,1,4/6/2014,11003,1,4,5/4/2014,55 Grizzly Peak Rd.,Butte,USA,The Cracker Box,59801,North America,3,4/8/2014,18
18.4,THECR,0,3,1952,14.91,11003,11003/40,1,4/6/2014,11003,40,10,5/4/2014,55 Grizzly Peak Rd.,Butte,USA,The Cracker Box,59801,North America,3,4/8/2014,18.4
7,THECR,0,3,1953,14.91,11003,11003/52,1,4/6/2014,11003,52,10,5/4/2014,55 Grizzly Peak Rd.,Butte,USA,The Cracker Box,59801,North America,3,4/8/2014,7
31.23,MAISD,0,3,1954,44.84,11004,11004/26,1,4/7/2014,11004,26,6,5/5/2014,Rue Joseph-Bens 532,Bruxelles,Belgium,Maison Dewey,B-1180,Western Europe,1,4/20/2014,31.23
18,MAISD,0,3,1955,44.84,11004,11004/76,1,4/7/2014,11004,76,6,5/5/2014,Rue Joseph-Bens 532,Bruxelles,Belgium,Maison Dewey,B-1180,Western Europe,1,4/20/2014,18
18,WILMK,0,2,1956,0.75,11005,11005/1,1,4/7/2014,11005,1,2,5/5/2014,Keskuskatu 45,Helsinki,Finland,Wilman Kala,21240,Scandinavia,1,4/10/2014,18
55,WILMK,0,2,1957,0.75,11005,11005/59,1,4/7/2014,11005,59,10,5/5/2014,Keskuskatu 45,Helsinki,Finland,Wilman Kala,21240,Scandinavia,1,4/10/2014,55
18,GREAL,0,3,1958,25.19,11006,11006/1,1,4/7/2014,11006,1,8,5/5/2014,2732 Baker Blvd.,Eugene,USA,Great Lakes Food Market,97403,North America,2,4/15/2014,18
92.8425,GREAL,0.25,3,1959,25.19,11006,11006/29,1,4/7/2014,11006,29,2,5/5/2014,2732 Baker Blvd.,Eugene,USA,Great Lakes Food Market,97403,North America,2,4/15/2014,123.79
40,PRINI,0,8,1960,202.24,11007,11007/8,1,4/8/2014,11007,8,30,5/6/2014,Estrada da saúde n. 58,Lisboa,Portugal,Princesa Isabel Vinhos,1756,Southern Europe,2,4/13/2014,40
123.79,PRINI,0,8,1961,202.24,11007,11007/29,1,4/8/2014,11007,29,10,5/6/2014,Estrada da saúde n. 58,Lisboa,Portugal,Princesa Isabel Vinhos,1756,Southern Europe,2,4/13/2014,123.79
14,PRINI,0,8,1962,202.24,11007,11007/42,1,4/8/2014,11007,42,14,5/6/2014,Estrada da saúde n. 58,Lisboa,Portugal,Princesa Isabel Vinhos,1756,Southern Europe,2,4/13/2014,14
43.32,ERNSH,0.05,7,1963,79.46,11008,11008/28,1,4/8/2014,11008,28,70,5/6/2014,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,3,,45.6
13.3,ERNSH,0.05,7,1964,79.46,11008,11008/34,1,4/8/2014,11008,34,90,5/6/2014,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,3,,14
21.5,ERNSH,0,7,1965,79.46,11008,11008/71,1,4/8/2014,11008,71,21,5/6/2014,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,3,,21.5
4.5,GODOS,0,2,1966,59.11,11009,11009/24,1,4/8/2014,11009,24,12,5/6/2014,"C/ Romero, 33",Sevilla,Spain,Godos Cocina Típica,41101,Southern Europe,1,4/10/2014,4.5
14.25,GODOS,0.25,2,1967,59.11,11009,11009/36,1,4/8/2014,11009,36,18,5/6/2014,"C/ Romero, 33",Sevilla,Spain,Godos Cocina Típica,41101,Southern Europe,1,4/10/2014,19
34,GODOS,0,2,1968,59.11,11009,11009/60,1,4/8/2014,11009,60,9,5/6/2014,"C/ Romero, 33",Sevilla,Spain,Godos Cocina Típica,41101,Southern Europe,1,4/10/2014,34
30,REGGC,0,2,1969,28.71,11010,11010/7,1,4/9/2014,11010,7,20,5/7/2014,Strada Provinciale 124,Reggio Emilia,Italy,Reggiani Caseifici,42100,Southern Europe,2,4/21/2014,30
4.5,REGGC,0,2,1970,28.71,11010,11010/24,1,4/9/2014,11010,24,10,5/7/2014,Strada Provinciale 124,Reggio Emilia,Italy,Reggiani Caseifici,42100,Southern Europe,2,4/21/2014,4.5
12.5875,ALFKI,0.05,3,1971,1.21,11011,11011/58,1,4/9/2014,11011,58,40,5/7/2014,Obere Str. 57,Berlin,Germany,Alfred's Futterkiste,12209,Western Europe,1,4/13/2014,13.25
21.5,ALFKI,0,3,1972,1.21,11011,11011/71,1,4/9/2014,11011,71,20,5/7/2014,Obere Str. 57,Berlin,Germany,Alfred's Futterkiste,12209,Western Europe,1,4/13/2014,21.5
8.74,FRANK,0.05,1,1973,242.95,11012,11012/19,1,4/9/2014,11012,19,50,4/23/2014,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,3,4/17/2014,9.2
32.3,FRANK,0.05,1,1974,242.95,11012,11012/60,1,4/9/2014,11012,60,36,4/23/2014,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,3,4/17/2014,34
20.425,FRANK,0.05,1,1975,242.95,11012,11012/71,1,4/9/2014,11012,71,60,4/23/2014,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,3,4/17/2014,21.5
9,ROMEY,0,2,1976,32.99,11013,11013/23,1,4/9/2014,11013,23,10,5/7/2014,"Gran Vía, 1",Madrid,Spain,Romero y tomillo,28001,Southern Europe,1,4/10/2014,9
14,ROMEY,0,2,1977,32.99,11013,11013/42,1,4/9/2014,11013,42,4,5/7/2014,"Gran Vía, 1",Madrid,Spain,Romero y tomillo,28001,Southern Europe,1,4/10/2014,14
9.5,ROMEY,0,2,1978,32.99,11013,11013/45,1,4/9/2014,11013,45,20,5/7/2014,"Gran Vía, 1",Madrid,Spain,Romero y tomillo,28001,Southern Europe,1,4/10/2014,9.5
12.5,ROMEY,0,2,1979,32.99,11013,11013/68,1,4/9/2014,11013,68,2,5/7/2014,"Gran Vía, 1",Madrid,Spain,Romero y tomillo,28001,Southern Europe,1,4/10/2014,12.5
8.685,LINOD,0.1,2,1980,23.6,11014,11014/41,1,4/10/2014,11014,41,28,5/8/2014,Ave. 5 de Mayo Porlamar,I. de Margarita,Venezuela,LINO-Delicateses,4980,South America,3,4/15/2014,9.65
25.89,SANTG,0,2,1981,4.62,11015,11015/30,1,4/10/2014,11015,30,15,4/24/2014,Erling Skakkes gate 78,Stavern,Norway,Santé Gourmet,4110,Scandinavia,2,4/20/2014,25.89
13,SANTG,0,2,1982,4.62,11015,11015/77,1,4/10/2014,11015,77,18,4/24/2014,Erling Skakkes gate 78,Stavern,Norway,Santé Gourmet,4110,Scandinavia,2,4/20/2014,13
12.5,AROUT,0,9,1983,33.8,11016,11016/31,1,4/10/2014,11016,31,15,5/8/2014,Brook Farm Stratford St. Mary,Colchester,UK,Around the Horn,CO7 6JX,British Isles,2,4/13/2014,12.5
19,AROUT,0,9,1984,33.8,11016,11016/36,1,4/10/2014,11016,36,16,5/8/2014,Brook Farm Stratford St. Mary,Colchester,UK,Around the Horn,CO7 6JX,British Isles,2,4/13/2014,19
10,ERNSH,0,9,1985,754.26,11017,11017/3,1,4/13/2014,11017,3,25,5/11/2014,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,2,4/20/2014,10
55,ERNSH,0,9,1986,754.26,11017,11017/59,1,4/13/2014,11017,59,110,5/11/2014,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,2,4/20/2014,55
15,ERNSH,0,9,1987,754.26,11017,11017/70,1,4/13/2014,11017,70,30,5/11/2014,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,2,4/20/2014,15
38,LONEP,0,4,1988,11.65,11018,11018/12,1,4/13/2014,11018,12,20,5/11/2014,89 Chiaroscuro Rd.,Portland,USA,Lonesome Pine Restaurant,97219,North America,2,4/16/2014,38
62.5,LONEP,0,4,1989,11.65,11018,11018/18,1,4/13/2014,11018,18,10,5/11/2014,89 Chiaroscuro Rd.,Portland,USA,Lonesome Pine Restaurant,97219,North America,2,4/16/2014,62.5
38,LONEP,0,4,1990,11.65,11018,11018/56,1,4/13/2014,11018,56,5,5/11/2014,89 Chiaroscuro Rd.,Portland,USA,Lonesome Pine Restaurant,97219,North America,2,4/16/2014,38
12,RANCH,0,6,1991,3.17,11019,11019/46,1,4/13/2014,11019,46,3,5/11/2014,Av. del Libertador 900,Buenos Aires,Argentina,Rancho grande,1010,South America,3,,12
20,RANCH,0,6,1992,3.17,11019,11019/49,1,4/13/2014,11019,49,2,5/11/2014,Av. del Libertador 900,Buenos Aires,Argentina,Rancho grande,1010,South America,3,,20
26.35,OTTIK,0.15,2,1993,43.3,11020,11020/10,1,4/14/2014,11020,10,24,5/12/2014,Mehrheimerstr. 369,Köln,Germany,Ottilies Käseladen,50739,Western Europe,2,4/16/2014,31
14.25,QUICK,0.25,3,1994,297.18,11021,11021/2,1,4/14/2014,11021,2,11,5/12/2014,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,1,4/21/2014,19
81,QUICK,0,3,1995,297.18,11021,11021/20,1,4/14/2014,11021,20,15,5/12/2014,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,1,4/21/2014,81
31.23,QUICK,0,3,1996,297.18,11021,11021/26,1,4/14/2014,11021,26,63,5/12/2014,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,1,4/21/2014,31.23
39.75,QUICK,0.25,3,1997,297.18,11021,11021/51,1,4/14/2014,11021,51,44,5/12/2014,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,1,4/21/2014,53
34.8,QUICK,0,3,1998,297.18,11021,11021/72,1,4/14/2014,11021,72,35,5/12/2014,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,1,4/21/2014,34.8
9.2,HANAR,0,9,1999,6.27,11022,11022/19,1,4/14/2014,11022,19,35,5/12/2014,"Rua do Paço, 67",Rio de Janeiro,Brazil,Hanari Carnes,05454-876,South America,2,5/4/2014,9.2
36,HANAR,0,9,2000,6.27,11022,11022/69,1,4/14/2014,11022,69,30,5/12/2014,"Rua do Paço, 67",Rio de Janeiro,Brazil,Hanari Carnes,05454-876,South America,2,5/4/2014,36
30,BSBEV,0,1,2001,123.83,11023,11023/7,1,4/14/2014,11023,7,4,4/28/2014,Fauntleroy Circus,London,UK,B's Beverages,EC2 5NT,British Isles,2,4/24/2014,30
46,BSBEV,0,1,2002,123.83,11023,11023/43,1,4/14/2014,11023,43,30,4/28/2014,Fauntleroy Circus,London,UK,B's Beverages,EC2 5NT,British Isles,2,4/24/2014,46
31.23,EASTC,0,4,2003,74.36,11024,11024/26,1,4/15/2014,11024,26,12,5/13/2014,35 King George,London,UK,Eastern Connection,WX3 6FW,British Isles,1,4/20/2014,31.23
2.5,EASTC,0,4,2004,74.36,11024,11024/33,1,4/15/2014,11024,33,30,5/13/2014,35 King George,London,UK,Eastern Connection,WX3 6FW,British Isles,1,4/20/2014,2.5
21.05,EASTC,0,4,2005,74.36,11024,11024/65,1,4/15/2014,11024,65,21,5/13/2014,35 King George,London,UK,Eastern Connection,WX3 6FW,British Isles,1,4/20/2014,21.05
21.5,EASTC,0,4,2006,74.36,11024,11024/71,1,4/15/2014,11024,71,50,5/13/2014,35 King George,London,UK,Eastern Connection,WX3 6FW,British Isles,1,4/20/2014,21.5
